Titre;date_sortie;duree;genre1;genre2;genre3;réalisateur_1;réalisateur_2;actor_1;actor 2;actor 3;note_presse;note spectators;link;link realisator;Scenar;nationality 1;nationality 2;distributor;nominations;budget;language;box-office;real awards;first actor awards;Second actor awards
Rimini;23 novembre 2022; 1h 54min ;Comédie;Drame;NA;Ulrich Seidl;NA;Michael Thomas;Tessa Göttlicher;Hans-Michael Rehberg;2,9;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=262863.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=27888.html;Ulrich Seidl;Autriche;Allemagne;Damned Distribution;9            ;-;Allemand;779 entrées;2;0;NA
Rise : la véritable histoire des Antetokounmpo;24 juin 2022; 1h 53min ;Biopic;Famille;Évènement Sportif;Akin Omotoso;NA;Dayo Okeniyi;Yetide Badaki;Uche Agada;NA;3,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=287569.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=181009.html;Arash Amel;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Rocketry: The Nambi Effect;1 juillet 2022; 2h 35min ;Drame;NA;NA;R. Madhavan;NA;R. Madhavan;Simran;Phyllis Logan;NA;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=302767.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=814164.html;R. Madhavan;Inde;NA;Desi Entertainment Paris;0;-;Hindi;NA;0;0;NA
Rodéo;7 septembre 2022; 1h 45min ;Drame;NA;NA;Lola Quivoron;NA;Julie Ledru;Yanis Lafki;Antonia Buresi;3,6;1,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=298736.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=804532.html;Lola Quivoron;France;NA;Les Films du Losange;3         7            ;1,2 M€;Français;35 912 entrées;NA;NA;NA
Rogue Agent;18 mars 2023; 1h 56min ;Thriller;NA;NA;Declan Lawn;Adam Patterson;James Norton;Gemma Arterton;Marisa Abela;NA;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=271121.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=889958.html;Michael Bronner;Grande-Bretagne;NA;NA;0;-;Anglais;NA;NA;0;1
Romance avec une star;23 septembre 2022; 1h 26min ;Comédie;Romance;NA;David I. Strasser;NA;Natalie Dreyfuss;Matt Hamilton;Anthony Konechny;NA;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=308278.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=916372.html;NA;Canada;NA;NA;0;-;Anglais;NA;0;0;0
Rosaline;14 octobre 2022; 1h 37min ;Comédie;Historique;Romance;Karen Maine;NA;Kaitlyn Dever;Isabela Merced;Sean Teale;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=203970.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=680278.html;Scott Neustadter;U.S.A.;NA;NA;0;-;Anglais;NA;0;2;0
Route 10;31 octobre 2022; 1h 22min ;Action;Drame;Thriller;Omar Naim;NA;Baraa Alem;Fatima Al-Banawi;Abdulmohsen Alnemr;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=309920.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=90458.html;NA;Arabie Saoudite;Emirats Arabes Unis;NA;0;-;Arabe;NA;5;NA;NA
Royal Opera House : La Bohème;20 octobre 2022; 3h 00min ;Opéra;NA;NA;Kevin John Edusei;NA;Ailyn Pérez;Juan Diego Florez;Andrey Zhilikhovsky;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=305344.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=968222.html;NA;Grande-Bretagne;NA;Trafalgar Releasing;0;-;Italien;NA;NA;NA;0
Royalteen : L'héritier;17 août 2022; 1h 48min ;Drame;Romance;NA;Per-Olav Sørensen;Emilie K. Beck;Ines Høysæter Asserson;Veslemøy Mørkrid;Mathias Storhøi;NA;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=294453.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=652481.html;Per-Olav Sørensen;Norvège;NA;NA;0;-;Norvégien;NA;0;NA;NA
RRR;25 mars 2022; 3h 07min ;Action;Drame;Historique;S.S. Rajamouli;NA;N. T. Rama Rao Jr.;Ram Charan;Alia Bhatt;NA;4,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=271212.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=400537.html;S.S. Rajamouli;Inde;NA;Desi Entertainment Paris;2         1           ;-;Anglais, Hindi;NA;0;NA;NA
Rubikon;17 mars 2023; 1h 49min ;Science Fiction;Thriller;NA;Magdalena Lauritsch;NA;Julia Franz Richter;George Blagden;Mark Ivanir;NA;2,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=292889.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=676622.html;Magdalena Lauritsch;Autriche;NA;NA;0;-;Anglais;NA;NA;NA;0
Rumspringa;29 avril 2022; 1h 41min ;Comédie;Drame;NA;Mira Thiel;NA;Timur Bartels;Jonas Holdenrieder;Tijan Marei;NA;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=291175.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=742729.html;Mira Thiel;Allemagne;NA;NA;0;-;Allemand;NA;NA;0;0
Run Sweetheart Run;28 octobre 2022; 1h 44min ;Epouvante-horreur;Thriller;NA;Shana Feste;NA;Ella Balinska;Pilou Asbæk;Clark Gregg;NA;1,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=265886.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=224682.html;Shana Feste;U.S.A.;NA;NA;0;-;Anglais;NA;0;NA;0
Runway 34;29 avril 2022; 2h 30min ;Drame;Thriller;NA;Ajay Devgan;NA;Amitabh Bachchan;Rakul Preet Singh;Ajay Devgn;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=302903.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=790489.html;Aamil Keeyan Khan;Inde;NA;Desi Entertainment Paris;0;-;Hindi;NA;0;0;0
Sachertorte;18 novembre 2022; 1h 52min ;Comédie;Romance;NA;NA;NA;Max Hubacher;Krista Stadler;Karl Fischer;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=302384.html;NA;NA;Allemagne;Autriche;NA;0;-;Allemand;NA;NA;0;0
Sacrifice;30 septembre 2022; 1h 39min ;Epouvante-horreur;NA;NA;Nico van den Brink;NA;Sallie Harmsen;Anneke Blok;Markoesa Hamer;NA;2,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=304679.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=820362.html;Nico van den Brink;Pays-Bas;NA;NA;0;-;Néerlandais, Anglais;NA;NA;0;0
Safari;4 avril 2023; Aventure, Famille;Aventure;Famille;NA;Bill Afwani;NA;Zeinab Ali;Victor Fadhili;Collins Likavo;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=314883.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=991003.html;Njue Kevin;Kenya;NA;NA;0;-;Swahili;NA;NA;NA;NA
Sages-femmes;14 avril 2023; 1h 30min ;Drame;NA;NA;Léa Fehner;NA;Héloïse Janjaud;Khadija Kouyaté;Quentin Vernede;NA;4,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=300213.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=202049.html;Léa Fehner;France;NA;Arte;1           ;-;Français;NA;2;NA;NA
Saint Omer;23 novembre 2022; 2h 03min ;Drame;Judiciaire;NA;Alice Diop;NA;Kayije Kagame;Guslagie Malanda;Valérie Dréville;4,2;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=280206.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=415183.html;Alice Diop;France;NA;Les Films du Losange;2         10            ;-;Français;89 483 entrées;2;NA;0
Saakini Daakini;24 novembre 2022; 1h 58min ;Action;Comédie;NA;Sudheer Varma;NA;Regina Cassandra;Nivetha Thomas;Rajiv Kumar Aneja;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=308281.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=875891.html;Akshay Poolla;Inde;NA;NA;0;-;Autre;NA;NA;0;NA
Samouraï Academy;12 octobre 2022; 1h 37min ;Animation;Comédie;Famille;Rob Minkoff;Mark Koetsier;Thierry Desroses;Samuel L. Jackson;Jérémie Covillault;3,1;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=242476.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=19647.html;Ed Stone;U.S.A.;NA;SND;0;-;Autre;1 000 037 entrées;1;0;4
Sans filtre;28 septembre 2022; 2h 29min ;Comédie;Drame;NA;Ruben Östlund;NA;Harris Dickinson;Charlbi Dean Kriek;Woody Harrelson;3,2;3,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=256851.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=225785.html;Ruben Östlund;Suède;Allemagne;Bac Films;2         16            ;12.5 M€;Anglais;568 262 entrées;3;0;NA
Sans issue;25 février 2022; 1h 35min ;Epouvante-horreur;Thriller;NA;Damien Power;NA;Havana Rose Liu;Danny Ramirez;David Rysdahl;NA;2,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=259700.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=794402.html;Andrew Barrer;U.S.A.;NA;NA;0;-;Anglais;NA;0;NA;0
Sans Peur;9 novembre 2022; 1h 46min ;Drame;Thriller;NA;Emmanuel Saez;NA;Adrien Stoclet;Vincent Andres;Laurent Cerulli;NA;2,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=308979.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=767858.html;Emmanuel Saez;France;NA;NA;0;-;Français, Serbe, Turc, Albanian;NA;0;NA;0
Sardar;21 octobre 2022; 2h 30min ;Action;Thriller;NA;P.S. Mithran;NA;Karthi;Rashi Khanna;Rajisha Vijayan;NA;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=308894.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=833502.html;NA;Inde;NA;Night ed films;0;-;Tamoul;NA;NA;0;0
Sarkaru Vaari Paata;12 mai 2022; 2h 30min ;Action;Drame;NA;Parasuram;NA;Mahesh Babu;Keerthy Suresh;NA;NA;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=304027.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=551084.html;NA;Inde;NA;Friday Entertainment;0;-;Autre;NA;0;0;0
Satria Dewa: Gatotkaca;28 novembre 2022; 2h 09min ;Action;Aventure;Drame;Hanung Bramantyo;NA;Rizky Nazar;Yasmin Napper;Omar Daniel;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=310929.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=707196.html;Hanung Bramantyo;Indonésie;NA;NA;0;-;Indonésien;NA;NA;NA;NA
Saturday Night;11 novembre 2022; 2h 30min ;Bollywood;Comédie;NA;Roshan Andrews;NA;Nivin Pauly;Siju Wilson;Aju Varghese;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=309580.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=421649.html;NA;Inde;NA;Friday Entertainment;0;-;Tamoul;NA;0;NA;NA
Saunkan Saunkne;13 mai 2022; 2h 30min ;Comédie;Romance;NA;Amarjit Singh;NA;Ammy Virk;Sargun Mehta;Nimrat Khaira;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=303322.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=865345.html;Amberdeep Singh;Inde;NA;Friday Entertainment;0;-;Autre;NA;NA;0;0
Sauvée par Amour;3 janvier 2023; 2h 14min ;Drame;Historique;Romance;D.J. Caruso;NA;Abigail Cowen;Tom Lewis (V);Famke Janssen;NA;3,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=282385.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=67445.html;Francine Rivers;U.S.A.;NA;Saje Distribution;0;-;Anglais;NA;0;0;NA
Savage Salvation;11 avril 2023; 1h 43min ;Action;Thriller;NA;Randall Emmett;NA;Robert De Niro;Willa Fitzgerald;John Malkovich;NA;2,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=309447.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=43073.html;Adam Taylor Barker;U.S.A.;NA;NA;0;-;Anglais;NA;0;6;0
Scream;12 janvier 2022; 1h 55min ;Epouvante-horreur;Thriller;NA;Matt Bettinelli-Olpin;Tyler Gillett;Neve Campbell;Courteney Cox;David Arquette;2,7;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=194073.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=559238.html;James Vanderbilt;U.S.A.;NA;Paramount Pictures France;0;-;Anglais;537 810 entrées;1;0;2
Scrooge, Un (mé)chant de Noël;2 décembre 2022; 1h 36min ;Aventure;Animation;Comédie;Stephen Donnelly;NA;Jessie Buckley;Luke Evans;Olivia Colman;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=305358.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=781979.html;Stephen Donnelly;Grande-Bretagne;NA;NA;0;-;Anglais;NA;NA;2;0
Section 8;8 février 2023; Action, Thriller;Action;Thriller;NA;Christian Sesma;NA;Scott Adkins;Dermot Mulroney;Mickey Rourke;NA;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=297627.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=234532.html;Chad Law;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Senior Year;13 mai 2022; 1h 51min ;Comédie;NA;NA;Alex Hardcastle;NA;Rebel Wilson;Alicia Silverstone;Justin Hartley;NA;2,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=236665.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=233560.html;Brandon Scott Jones;U.S.A.;NA;NA;0;-;Anglais;NA;0;2;1
Senteurs d'amour;4 novembre 2022; 1h 23min ;Romance;NA;NA;Keegan Connor Tracy;NA;Rebecca Olson;Marshall Williams (II);Beverley Elliott;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=309896.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=40253.html;NA;Canada;NA;NA;0;-;Anglais;NA;0;0;0
Seoul Vibe;26 août 2022; 2h 18min ;Action;Comédie;Policier;Hyun-Sung Moon;NA;Ah-In Yoo;Kyung-Pyo Go;Park Ju-hyun;NA;2,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=300682.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=572607.html;Shin Sua;Corée du Sud;NA;NA;0;-;Coréen;NA;0;0;0
Seule : les dossiers Silvercloud;8 mars 2023; 1h 30min ;Espionnage;Thriller;NA;Jérôme Dassier;NA;Asia Argento;Jeanne Balibar;Joe Rezwin;2,0;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=291113.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=62237.html;Jérôme Dassier;France;Suisse;Alba Films;0;3,2 M€;Français;35 entrées;0;7;1
Sex Nerd;8 avril 2022; 1h 30min ;Comédie;Drame;Romance;Talia Osteen;NA;Mika Abdalla;Jake Short;Fortune Feimster;NA;2,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=290938.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=786791.html;Tate Hanyok;U.S.A.;NA;NA;0;-;Anglais;NA;NA;NA;0
Shabaash Mithu;25 octobre 2022; 2h 36min ;Biopic;Drame;Évènement Sportif;Srijit Mukherji;NA;Tapsee Pannu;Vijay Raaz;Asad Ali Palijo;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=305872.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=864008.html;NA;Inde;NA;NA;0;-;Hindi;NA;0;0;0
Shadow Master;16 février 2023; 1h 30min ;Action;Fantastique;Thriller;Pearry Reginald Teo;NA;D.Y. Sao;Layton Matthews;Brian Le;NA;1,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=307235.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=259951.html;Pearry Reginald Teo;U.S.A.;NA;NA;0;-;Anglais;NA;0;NA;0
Shamshera;22 juillet 2022; 2h 30min ;Action;Aventure;Drame;Karan Malhotra;NA;Ranbir Kapoor;Vaani Kapoor;Sanjay Dutt;NA;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=300735.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=554669.html;Karan Malhotra;Inde;NA;Desi Entertainment Paris;0;-;Hindi;NA;0;1;0
Shaan;27 mai 2022; 2h 20min ;Action;Thriller;NA;M Raahim;NA;Siam Ahmed;Puja Cherry Roy;NA;NA;2,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=304681.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=965210.html;NA;Inde;NA;Desi Entertainment Paris;0;-;Autre;NA;NA;NA;NA
Shareek 2;8 juillet 2022; 2h 05min ;Action;Drame;NA;Navaniat Singh;NA;Jimmy Sheirgill;Dev Kharoud;Sharan Kaur;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=302278.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=258585.html;NA;Inde;NA;Friday Entertainment;0;-;Autre;NA;NA;NA;NA
Shark Bay;7 juillet 2022; 1h 36min ;Action;Thriller;NA;James Nunn;NA;Holly Earl;Jack Trueman;Catherine Hannay;NA;1,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=303502.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=594780.html;Nick Saltrese;Grande-Bretagne;NA;Originals Factory;0;-;Anglais;NA;0;0;NA
Sharmaji Namkeen;30 mars 2022; 1h 59min ;Comédie;Drame;Famille;Hitesh Bhatia;NA;Rishi Kapoor;Juhi Chawla;Paresh Rawal;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=303321.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=961373.html;NA;Inde;NA;NA;0;-;Hindi;NA;NA;0;0
Sharp Stick;6 mars 2023; 1h 26min ;Comédie;Drame;NA;Lena Dunham;NA;Kristine Frøseth;Jon Bernthal;Luka Sabbat;NA;2,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=290848.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=425335.html;Lena Dunham;U.S.A.;NA;NA;0;-;Anglais;NA;3;0;0
She Said;23 novembre 2022; 2h 09min ;Biopic;Drame;Judiciaire;Maria Schrader;NA;Carey Mulligan;Zoe Kazan;Patricia Clarkson;3,6;3,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=264394.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=30209.html;Rebecca Lenkiewicz;U.S.A.;NA;Universal Pictures International France;3            ;-;Anglais;102 827 entrées;1;1;2
Sher Bagga;24 juin 2022; 2h 30min ;Comédie;Romance;NA;Jagdeep Sidhu;NA;Ammy Virk;Sonam Bajwa;Deep Sehgal;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=305465.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=787976.html;Jagdeep Sidhu;Inde;NA;Friday Entertainment;0;-;Autre;NA;NA;0;0
Shotgun Wedding;27 janvier 2023; 1h 41min ;Action;Comédie;Romance;Jason Moore;NA;Jennifer Lopez;Josh Duhamel;Lenny Kravitz;2,7;2,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=271344.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=105530.html;Mark Hammer;U.S.A.;NA;NA;0;-;Anglais;NA;0;10;3
Showing Up;3 mai 2023; 1h 48min ;Comédie;Drame;NA;Kelly Reichardt;NA;Michelle Williams;Hong Chau;André Benjamin;3,7;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=289883.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=157196.html;Kelly Reichardt;U.S.A.;NA;Diaphana Distribution;7            ;-;Anglais;56 274 entrées;2;5;2
Shut In;23 novembre 2022; 1h 33min ;Drame;Thriller;NA;D.J. Caruso;NA;Rainey Qualley;Jake Horowitz;Vincent Gallo;NA;1,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=279769.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=67445.html;Melanie Toast;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;NA
Si saben como me pongo 2;25 octobre 2022; 1h 25min ;Comédie;NA;NA;Fernando Ayllón;NA;Joavany Alvarez;Xilena Aycardi;Ana Cristina Botero;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=306272.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=787516.html;Fernando Ayllón;Colombie;NA;NA;0;-;Espagnol;NA;0;0;NA
Si tu me venges…;16 septembre 2022; 1h 58min ;Comédie;NA;NA;Jennifer Kaytin Robinson;NA;Camila Mendes;Maya Hawke (II);Austin Abrams;NA;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=287170.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=751717.html;Celeste Ballard;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Silverton Siege;27 avril 2022; 1h 40min ;Action;Policier;Drame;Mandla Dube;NA;Arnold Vosloo;Sarah Kozlowski;Thabo Rametsi;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=302598.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=816074.html;Sabelo Mgidi;Afrique du Sud;NA;NA;0;-;Anglais;NA;0;0;NA
Simone, le voyage du siècle;12 octobre 2022; 2h 20min ;Biopic;NA;NA;Olivier Dahan;NA;Elsa Zylberstein;Rebecca Marder;Élodie Bouchez;3,1;4,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=271339.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=20836.html;Olivier Dahan;France;NA;Warner Bros. France;2         1           ;-;Français;2 470 567 entrées;2;4;1
Sinam;16 septembre 2022; 2h 30min ;Action;Thriller;NA;Kumaravelan;NA;Arun Vijay;Palak Lalwani;NA;NA;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=307986.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=974078.html;NA;Inde;NA;Friday Entertainment;0;-;Tamoul;NA;NA;0;NA
Sissy;8 mars 2023; 1h 42min ;Epouvante-horreur;NA;NA;Hannah Barlow;Kane Senes;Aisha Dee;Hannah Barlow;Emily De Margheriti;NA;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=289013.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=922065.html;Hannah Barlow;Australie;NA;NA;0;-;Anglais;NA;NA;0;NA
Sita Ramam;5 août 2022; 2h 30min ;Drame;Romance;NA;Hanu Raghavapudi;NA;Dulquer Salmaan;Mrunal Thakur;Rashmika Mandanna;NA;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=306668.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=969456.html;Hanu Raghavapudi;Inde;NA;Night ed films;0;-;Tamoul;NA;NA;0;0
Slayers;4 janvier 2023; 1h 38min ;Action;Comédie;Fantastique;K. Asher Levin;NA;Thomas Jane;Kara Hayward;Jack Donnelly (II);NA;1,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=284559.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=422540.html;K. Asher Levin;U.S.A.;NA;NA;0;-;Anglais;NA;0;3;0
Smile;28 septembre 2022; 1h 55min ;Epouvante-horreur;Thriller;NA;Parker Finn;NA;Sosie Bacon;Jessie T. Usher;Kyle Gallner;3,2;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=304967.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=907686.html;Parker Finn;U.S.A.;NA;Paramount Pictures France;0;-;Anglais;1 221 970 entrées;NA;0;0
Smile or Hug;4 mai 2023; 1h 17min ;Comédie;NA;NA;Paul Sprangers;NA;Chelsea Javier;Danny Trejo;Andrea Navedo;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=316168.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=994556.html;Paul Sprangers;U.S.A.;NA;NA;0;-;Anglais;NA;NA;NA;0
Sneakerella;13 mai 2022; 1h 52min ;Fantastique;Comédie musicale;Romance;Elizabeth Allen Rosenbaum;NA;Lexi Underwood;Kolton Stewart;John Salley;NA;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=281243.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=765586.html;David Light;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Sniper : Le Corbeau Blanc;3 mai 2023; 1h 52min ;Action;Drame;Guerre;Marian Bushan;NA;Pavlo Aldoshyn;Maryna Koshkina;Andrey Mostrenko;NA;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=304426.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=964452.html;Marian Bushan;Ukraine;NA;NA;0;-;ukrainien;NA;NA;NA;NA
Sniper: Rogue Mission;16 août 2022; 1h 36min ;Action;Thriller;NA;Oliver Thompson;NA;Chad Michael Collins;Ryan Robbins;Sayaka Akimoto;NA;2,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=306108.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=775989.html;Oliver Thompson;U.S.A.;NA;NA;0;-;Anglais;NA;NA;0;1
Sodium Day;6 janvier 2023; 1h 40min ;Comédie;Drame;NA;Riaz Solker;NA;Lucian Jody Daniels;Marvin Safoor;Ashlon Thomas;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=311616.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=431433.html;NA;Afrique du Sud;NA;NA;0;-;Afrikaans, Dialecte africain, Anglais;NA;0;NA;NA
Something From Tiffany's;9 décembre 2022; 1h 27min ;Comédie;Famille;Romance;Daryl Wein;NA;Zoey Deutch;Kendrick Sampson;Ray Nicholson;NA;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=298805.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=215740.html;Tamara Chestna;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Somewhere Over the Chemtrails;14 avril 2023; 1h 24min ;Comédie;Drame;NA;Adam Rybanský;NA;Anna Polívková;Miroslav Krobot;Marek Pospíchal;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=300428.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=955273.html;Adam Rybanský;République tchèque;NA;NA;1           ;-;Tchèque;NA;NA;0;0
Sonic 2 le film;30 mars 2022; 2h 02min ;Aventure;Animation;Famille;Jeff Fowler;NA;Jim Carrey;Emmanuel Curtil;James Marsden;2,9;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=281203.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=142318.html;Patrick Casey;U.S.A.;NA;Paramount Pictures France;0;-;Anglais;2 228 065 entrées;1;3;0
Sortie de piste;16 novembre 2022; 1h 48min ;Comédie;NA;NA;Mårten Klingberg;NA;Fredrik Hallgren;Katia Winter;Tuva Børgedotter Larsen;NA;2,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=309590.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=665151.html;Maria Karlsson;Suède;NA;NA;0;-;Suédois;NA;NA;0;0
