Titre;mois_sortie;annee_sortie;date_sortie;duree_min;genre1;réalisateur_1;actor_1;actor 2;note_spectators;Scer;tiolity 1;nomitions;language;real awards;first actor awards;Second actor awards
District Termil;4;2022;44662;116;Drame;Ehsan Mirhosseini;Ali Hemmati;;3,0;Ehsan Mirhosseini;Iran;0;Farsi;;;0
Doctor;10;2021;44478;148;Action;Nelson Dilipkumar;Milind Soman;Sivakarthikeyan;3,2;;Inde;0;Autre;;0;0
Don't Breathe 2;8;2021;44433;99;Epouvante-horreur;Rodolfo Sayagues;Stephen Lang;Madelyn Grace;2,7;Fede Alvarez;U.S.A.;0;Anglais;0;0;0
Don’t Look Up: Déni cosmique;12;2021;44554;142;Comédie;Adam McKay;Leordo DiCaprio;Jennifer Lawrence;3,9;Adam McKay;U.S.A.;12;Anglais;3;8;11
Doors;10;2022;44841;84;Drame;Jeff Desom;Wilson Bethel;Li Esco;2,4;Chris White (III);U.S.A.;0;Anglais;0;0;0
Dos;12;2021;44540;70;Thriller;Mar Targaro;Mari Gatell;Pablo Derqui;1,5;Cuca Cals;Espagne;0;Espagnol;0;0;0
Doutes;10;2021;44494;67;Drame;François Hanss;Muriel Robin;Elodie Wallace;3,4;Elodie Wallace;France;0;Français;1;4;
Down In Paris;3;2022;44622;100;Drame;Antony Hickling;Antony Hickling;Jean-Christophe Bouvet;2,6;Antony Hickling;France;0;Français, Anglais;0;0;0
Down With The King;9;2022;44816;100;Drame;Diego Ongaro;Freddie Gibbs;Bob Tarasuk;3,4;Xabi Molia;U.S.A.;15;Anglais;;;
Dragon Knight;7;2022;44749;100;Aventure;Lawrie Brewster;Lawrie Brewster;Erich Redman;2,8;Sarah Daly;Grande-Bretagne;0;Anglais;0;0;0
Dramarama;3;2022;44637;91;Comédie;Jothan Wysocki;Nick Pugliese;Nico Greetham;2,8;Jothan Wysocki;U.S.A.;0;Anglais;;0;0
Drame en haute mer;1;2022;44573;90;Policier;Adeline Darraux;Barbara Schulz;Arié Elmaleh;2,9;Camille Autain;France;0;Français;0;1;2
Drive My Car;8;2021;44426;177;Drame;Ryūsuke Hamaguchi;Hidetoshi Nishijima;Toko Miura;4,0;Ryūsuke Hamaguchi;Japon;615;Japois;7;0;
Droit au but;8;2020;44068;;Drame;Tamer Ashry;;;2,8;;Egypte;0;Arabe;;0;0
Droit de vie et de mort;10;2021;44474;98;Drame;Austin Stark;Julia Stiles;Kelsey Grammer;2,2;Austin Stark;U.S.A.;0;Anglais;0;2;2
Drushyam 2;2;2021;44245;152;Drame;Jeethu Joseph;Venkatesh Daggubati;Mee;2,7;Jeethu Joseph;Inde;0;Autre;0;;
Ducobu Président !;7;2022;44755;86;Comédie;Elie Semoun;Elie Semoun;Émilie Caen;1,9;;France;0;Français;2;2;0
Duel à Noël chez les Mitchell;11;2022;44893;84;Comédie;Rich Newey;Robert Buckley;A Ayora;3,0;Erin Rodman;U.S.A.;0;Anglais, Espagnol;0;0;0
Dune;9;2021;44454;156;Drame;Denis Villeneuve;Timothée Chalamet;Rebecca Ferguson;4,3;Jon Spaihts;U.S.A.;1214;Anglais;2;8;1
Dune Dreams;12;2021;44551;;Fantastique;Samuel Doux;Benoît Magimel;Igor Van Dessel;2,1;Samuel Doux;France;0;Français;0;2;0
Dwindle;11;2022;44877;126;Comédie;Kayode Kasum;Funke Akindele;Bisola Aiyeola;;;Nigéria;0;Anglais;0;0;
Dybbuk;10;2021;44497;112;Drame;Jay K;Emraan Hashmi;Nikita Dutta;2,8;;Inde;0;Hindi;;2;
Dysty Warriors;10;2022;44858;119;Action;Chow Hin Yeung Roy;Kai Wang;Louis Koo;2,3;Chi-Long To;Hong-Kong;0;Mandarin, Cantois;0;0;0
Edge of the World;11;2021;44519;104;Biopic;Michael Haussman;Jothan Rhys-Meyers;Josie Ho;2,1;Rob Allyn;U.S.A.;0;Anglais;;1;0
Eggs;6;2021;44370;88;Animation;John Michael Williams;Joe Pantoliano;Brooke Shields;2,8;John Michael Williams;U.S.A.;0;Anglais;;0;1
Ek Mini Katha;5;2021;44342;;Comédie;Karthik Rapolu;Santosh Shoban;Kavya Thapar;2,7;;Inde;0;-;;;
El buen patrón;6;2022;44734;120;Comédie;Ferndo León de Aranoa;Javier Bardem;Manolo Solo;3,9;Ferndo León de Aranoa;Espagne;0;Espagnol;2;11;1
El comediante;1;2022;44575;105;Comédie;Gabriel Nuncio;Gabriel Nuncio;Cassandra Ciangherotti;2,9;Gabriel Nuncio;Mexique;0;Espagnol;0;0;0
El Planeta;11;2022;44881;79;Comédie;Amalia Ulman;Ale Ulman;Amalia Ulman;3,2;Amalia Ulman;U.S.A.;0;Espagnol;;;
El último tren al rock'n'roll;10;2022;44858;;Aventure;;;;;;Espagne;0;Espagnol;;0;0
Eloise;8;2017;42965;;Animation;;;;;;Grande-Bretagne;0;Anglais;;0;0
Emma Bovary;12;2021;44543;90;Drame;Didier Bivel;Camille Metayer;Thierry Godard;3,6;talie Carter;France;0;Français;0;;0
Embuscade;8;2022;44784;101;Action;Pierre Morel;Marwan Abdullah;Mohamed Ahmed;2,8;Brandon Birtell;Emirats Arabes Unis;0;Arabe;0;;
Emmène-moi voir la mer;6;2022;44728;78;Drame;Marco Antonio Núñez;A Burgos;Álvaro Ceballos;3,0;;Chili;0;Espagnol;;;
Employé / patron;4;2022;44657;106;Drame;Manuel Nieto Zas;huel Perez Biscayart;Cristian Borges;3,2;Manuel Nieto Zas;Uruguay;0;Espagnol;0;3;
En Attendant Bojangles;1;2022;44566;125;Comédie;Regis Roinsard;Virginie Efira;Romain Duris;3,7;Romain Compingt;France;1;Français;4;2;6
En attendant un miracle;12;2021;44548;90;Policier;Thierry Binisti;Anne Charrier;Frédéric Diefenthal;2,7;thalie Abdelnour;France;0;Français;2;0;1
En Passant Pécho;2;2021;44239;99;Action;Julien Royal;Hedi Bouchefa;ssim Lyes;1,9;ssim Lyes;France;0;Français;;0;0
En route pour l'avenir;5;2022;44687;106;Drame;Sofia Alvarez (II);Emma Pasarow;Andie MacDowell;2,6;Sofia Alvarez (II);U.S.A.;0;Anglais;;;3
Encanto, la fantastique famille Madrigal;11;2021;44524;103;Animation;Charise Castro Smith;Camille Timmerman;Stephanie Beatriz;3,8;Jared Bush;U.S.A.;25;Anglais;0;;0
Encore Noël ?!;11;2021;44518;90;Aventure;Andy Fickman;Scarlett Estevez;Ashlyn Jade Lopez;3,3;Doan La;U.S.A.;0;Anglais, Néerlandais, Espagnol, Français, Italien, Hongrois, Polois, Portugais, Roumain, Finnois, Suisse allemand, Turc, Tchèque, Autre;1;;0
Encore plus beau;12;2021;44540;100;Drame;Claudio Norza;Ludovica Francesconi;Giancarlo Commare;2,2;Roberto Proia;Italie;0;Italien;;;
Encounter;12;2021;44540;108;Science Fiction;Michael Pearce (II);Riz Ahmed;Octavia Spencer;2,5;Michael Pearce (II);Grande-Bretagne;0;Anglais;1;1;5
Enemy;11;2021;44504;159;Action;And Shankar;Vishal;Arya;2,6;And Shankar;Inde;0;Tamoul;;;0
Ensorcelée par Noël;11;2022;44874;90;Romance;Graeme Campbell;Erika Prevost;Romaine Waite;3,0;John Dion;U.S.A.;0;Anglais;0;;0
Entre ciel et terre;11;2022;44867;96;Drame;Michał Kondrat;Malgorzata Kozuchowska;Kamila Kaminska;2,9;Michał Kondrat;Pologne;0;Polois;;0;
Entre la vie et la mort;6;2022;44741;105;Drame;Giordano Gederlini;Antonio de la Torre;Marine Vacth;3,1;Giordano Gederlini;Belgique;7;Français;1;3;1
Escape From Mogadishu;7;2022;44770;121;Action;Seung-wan Ryoo;Yun-seok Kim;In-Sung Jo;3,0;Ki-cheol Lee;Corée du Sud;1;Coréen;1;0;0
Escape Game 2 - Le Monde est un piège;8;2021;44419;88;Epouvante-horreur;Adam Robitel;Taylor Russell;Logan Miller;2,6;Will Honley;U.S.A.;0;Anglais;6;0;0
Escape the Undertaker;10;2021;44474;31;Action;Ben Simms;Mark Calaway;Ettore Ewen;2,2;;U.S.A.;0;Anglais;;0;
Espèces mecées;11;2021;44503;102;Action;M.J. Bassett;Rebecca Romijn;Philip Winchester;1,8;M.J. Bassett;Kenya;0;Anglais;3;0;0
Estación catorce;11;2022;44874;89;Drame;Dia Cardozo (II);Gael Vazquez;José Antonio Becerril;3,0;Dia Cardozo (II);Mexique;0;Espagnol;;;
Et doucement rallumer les étoiles;3;2023;45014;90;Drame;Thierry Petit;Cassiopée Mayance;David Mora;3,3;Lorène Delannoy;France;;Français;1;0;0
Étoiles de cristal;4;2022;44659;137;Drame;Jota Lires;María Pedraza;Mo Martínez;2,4;Jota Lires;Espagne;0;Espagnol;;;0
Evangelion : 3.0+1.0: Thrice Upon A Time;8;2021;44420;154;Action;Hideaki Anno;Megumi Hayashibara;Megumi Ogata;4,0;Hideaki Anno;Japon;0;Japois;1;0;0
Evolution;5;2022;44699;97;Drame;Kornél Mundruczó;Lili Monori;Anmária Láng;3,2;Kata Wéber;Hongrie;1;Hongrois, Allemand;1;0;
Existence;9;2021;44463;65;Thriller;José Dias Mirandela;Manon Dias Mirandela;Sophie Merlin;2,3;;France;0;Français;;;
Extrême limite;7;2022;44762;;Action;Andrew Stevens;Kevin Quinn;Claudia Lee;2,3;;U.S.A.;0;Anglais;1;0;0
Fabian ou le chemin de la décadence;3;2023;45016;176;Drame;Dominik Graf;Tom Schilling;Albrecht Schuch;2,6;Constantin Lieb;Allemagne;8;Allemand;3;1;1
Face à la mer;4;2022;44664;116;Drame;Ely Dagher;Mal Issa;Roger Azar;2,8;Ely Dagher;Liban;3;Arabe;;1;
Farha;12;2022;44903;92;Drame;Darin J. Sallam;Karam Taher;Ashraf Barhom;4,3;Darin J. Sallam;Jordanie;0;Arabe, Hebreu, Anglais;;;0
Fast & Furious 9;7;2021;44391;143;Action;Justin Lin;Vin Diesel;Michelle Rodriguez;2,4;Daniel Casey;U.S.A.;1;Anglais;1;2;1
Fatales;3;2022;44636;95;Comédie;Vojtech Moravec;Ha Vagnerová;Petra Hrebícková;2,5;Sandra Nováková;République tchèque;0;Tchèque;;0;0
Fear of Rain;5;2021;44342;109;Drame;Castille Landon;Katherine Heigl;Madison Iseman;2,2;Castille Landon;U.S.A.;0;Anglais;0;2;0
Fear Street - Partie 1 : 1994;7;2021;44379;105;Epouvante-horreur;Leigh Janiak;Maya Hawke (II);Charlene Amoia;2,9;Leigh Janiak;U.S.A.;0;Anglais;6;0;0
Fear Street - Partie 2 : 1978;7;2021;44386;109;Epouvante-horreur;Leigh Janiak;Gillian Jacobs;Matthew Zuk;3,4;Leigh Janiak;U.S.A.;0;Anglais;6;1;0
Fear Street - Partie 3 : 1666;7;2021;44394;114;Epouvante-horreur;Leigh Janiak;Kia Madeira;Elizabeth Scopel;3,4;Phil Graziadei;U.S.A.;0;Anglais;6;0;
Fille de paysan;3;2023;44986;90;Drame;Julie Manoukian;Justine Lacroix;Thierry Godard;3,4;Monica Rattazzi;France;;Français;0;;0
Film d'horreur sans titre;10;2021;44475;;Comédie;Nick Simon;Katherine Mcmara;Aisha Tyler;2,8;Nick Simon;U.S.A.;0;Anglais;0;0;0
Fils de plouc;11;2021;44518;70;Comédie;Harpo Guit;Maximilien Delmelle;Harpo Guit;2,1;Harpo Guit;Belgique;0;Français;;;
Finch;11;2021;44505;115;Drame;Miguel Sapochnik;Tom Hanks;Caleb Landry Jones;3,6;Ivor Powell;U.S.A.;0;Anglais;1;10;1
Finding Ophelia;6;2021;44370;73;Fantastique;Stephen Rutterford;Jimmy Levar;Christi Chu-Ryan;2,6;Stephen Rutterford;U.S.A.;0;Anglais;;;
Finding You;10;2021;44473;125;Drame;Brian Baugh;Rose Reid;Jedidiah Goodacre;2,6;Brian Baugh;U.S.A.;0;Anglais;0;;0
Fire;2;2022;44610;131;Action;Aleksey Nuzhnyy;Konstantin Khabenskiy;Ivan Yankovskiy;3,0;Nikolay Kulikov;Russie;0;Russe;;0;0
Firebird;12;2022;44896;112;Drame;;Tom Prior;Dia Pozharskaya;3,9;;Estonie;0;Anglais;;;
Flag Day;9;2021;44468;108;Biopic;Sean Penn;Dylan Penn;Sean Penn;2,6;Jez Butterworth;U.S.A.;13;Anglais;11;;11
Flashback;11;2021;44511;90;Comédie;Caroline Vigneaux;Caroline Vigneaux;Sophia Aram;2,8;Caroline Vigneaux;France;0;Français;0;0;0
Flora & Ulysse;2;2021;44246;95;Aventure;Le Khan;Matilda Lawler;Alyson Hannigan;2,8;Brad Copeland;U.S.A.;0;Anglais;;;0
Fly;7;2022;44764;110;Drame;Katja von Garnier;Svenja Jung;Ben Wichert;3,3;Daphne Ferraro;Allemagne;0;Allemand;0;0;
Forever Rich;10;2021;44470;89;Comédie;Shady El-Hamus;Jos Smulders;Yootha Wong-Loi-Sing;2,3;Shady El-Hamus;Pays-Bas;0;Néerlandais;;0;
Fou de toi;10;2022;44858;102;Comédie;Dani de la Orden;Álvaro Cervantes;Susa Abaitua;3,6;talia Durán;Espagne;0;Espagnol;;0;0
Four Points;10;2022;44858;84;Musical;Pablo Aragüés;;;;;Espagne;0;Espagnol;0;0;0
Fragile;8;2021;44433;101;Comédie;Emma Benestan;Yasin Houicha;Oulaya Amamra;3,6;Emma Benestan;France;;Français;0;0;2
France;8;2021;44433;130;Comédie;Bruno Dumont;Léa Seydoux;Benjamin Biolay;2,0;Bruno Dumont;France;13;Français;4;5;3
Free Guy;8;2021;44419;115;Action;Shawn Levy;Ryan Reynolds;Jodie Comer;3,8;Matt Lieberman;U.S.A.;2;Anglais;9;5;1
Freaks Out;3;2022;44650;141;Aventure;Gabriele Mainetti;Claudio Santamaria;Aurora Giovizzo;3,9;Gabriele Mainetti;Italie;3;Italien, Allemand, Français;2;1;
Friends and Strangers;11;2021;44510;82;Comédie;James Vaughan (II);Emma Diaz;Victoria Maxwell (II);2,6;James Vaughan (II);Australie;0;Anglais;;;
Friendzone;9;2021;44468;88;Comédie;Charles Van Tieghem;Mickael Lumière;Manon Azem;2,6;;France;0;Français;0;0;0
Furioza;4;2022;44657;139;Action;Cyprian T. Olencki;Mateusz Basiuk;Weronika Ksiazkiewicz;3,0;Tomasz Klimala;Pologne;0;Polois;;0;
Gagarine;6;2021;44370;98;Drame;Fanny Liatard;Alséni Bathily;Ly Khoudri;3,6;Fanny Liatard;France;26;Français;1;;3
Gaia;1;2022;44574;97;Drame;Jaco Bouwer;Monique Rockman;Carel Nel;2,4;;Afrique du Sud;0;Anglais, Afrikaans;;;0
Galatta Kalyam / Atrangi Re;12;2021;44554;150;Comédie;Aand L. Rai;Akshay Kumar;V Dhanush;3,0;Aand L. Rai;Inde;0;Tamoul;;0;0
Game Changer;11;2022;44872;;Comédie;Tiwa Maytaisong;Greg Garcia;;2,8;;Thaïlande;0;Thaï;0;0;0
Genocidium;10;2022;44860;70;Drame;Alexandre David Lejuez;Eva Langlet;Alexandre David Lejuez;1,5;Alexandre David Lejuez;France;0;Français;0;0;0
Geez & Ann;9;2021;44442;105;Drame;Rizki Balki;Junior Roberts;Hanggini;3,0;Cassandra Massardi;Indonésie;0;Indonésien;;;
Ghodwa;1;2023;44945;96;Drame;Dhaffer L'Abidine;Dhaffer L'Abidine;Ahmed Berrhouma;3,2;;Tunisie;0;Arabe;0;0;
Ghost Lab;5;2021;44343;117;Fantastique;Paween Purijitpanya;Thapob Leeratakajorn;Paris Intarakomalyasut;2,5;Vasudhorn Piyarom;Thaïlande;0;Thaï;;0;
Girl Bird;3;2022;44625;54;Drame;François Mouillard;Maxime Godart;Anthony Delclitte;3,0;François Mouillard;France;0;Français;;;
Good On Paper;9;2021;44448;92;Comédie;Kimmy Gatewood;Iliza Shlesinger;Ryan Hansen;2,0;Iliza Shlesinger;U.S.A.;0;Anglais;0;0;0
Goodbye;11;2021;44516;101;Drame;William Nicholson;Annette Bening;Bill Nighy;3,4;William Nicholson;Grande-Bretagne;1;Anglais;7;3;3
Godzilla vs Kong;4;2021;44308;114;Action;Adam Wingard;Alexander Skarsgård;Millie Bobby Brown;2,6;Eric Pearson;U.S.A.;0;Anglais;1;3;4
Gold;5;2022;44689;99;Thriller;Anthony Hayes;Zac Efron;Anthony Hayes;2,0;Anthony Hayes;Australie;0;Anglais;0;2;0
Goliath;3;2022;44629;122;Thriller;Frédéric Tellier;Gilles Lellouche;Pierre Niney;4,0;Frédéric Tellier;France;0;Français;1;2;5
Gone;11;2022;44893;130;Drame;Daniel Ademinokan;Bimbo Ademoye;Gabriel Afolayan;;;Nigéria;0;-;;;
Graine de romance;6;2021;44371;90;Comédie;Robert Lieberman;Erin Cahill;Marcus Rosner;2,9;;Cada;0;Anglais;1;0;0
Great Freedom;2;2022;44601;116;Drame;Sebastian Meise;Franz Rogowski;Georg Friedrich;4,0;Thomas Reider;Autriche;36;Allemand;;0;1
Great White;6;2021;44350;90;Epouvante-horreur;Martin Wilson;Katri Bowden;Aaron Jakubenko;1,5;Michael Boughen;U.S.A.;0;Anglais;;0;0
Green Ske;11;2021;44526;131;Aventure;Amp Wong;Tianxiang Yang;;3,4;Damao;Chine;0;Chinois;;;0
Guermantes;9;2021;44468;139;Comédie;Christophe Honoré;Claude Mathieu;Anne Kessler;2,6;Christophe Honoré;France;1;Français;53;0;0
Habit;2;2022;44608;80;Comédie;Janell Shirtcliff;Bella Thorne;Andreja Pejić;1,7;Libby Mintz;U.S.A.;0;Anglais;0;0;
Halloween Kills;10;2021;44489;106;Epouvante-horreur;David Gordon Green;Jamie Lee Curtis;Judy Greer;2,3;Scott Teems;U.S.A.;1;Anglais;2;2;0
Hand Rolled Cigarette;12;2022;44898;100;Drame;;Ka Tung Lam;Singh Hartihan Bitto;;;Hong-Kong;0;Cantois;;0;0
Handigang;5;2022;44683;90;Drame;Stéphanie Pillonca;Alessandra Sublet;Théo Curin;3,5;Marine Gacem;France;;Français;0;;
Hannes;2;2022;44601;91;Drame;Hans Steinbichler;Leord Scheicher;Johannes Nussbaum;2,4;;Allemagne;0;Allemand;1;1;
Hansel et Gretel, agents secrets;9;2021;44462;103;Aventure;Aleksey Tsitsilin;Alyson Leigh Rosenfeld;Courtney Shaw;3,1;Alisa LaBianco;Russie;0;Anglais;1;0;
Happier Than Ever: Lettre d'amour à Los Angeles;9;2021;44442;65;Concert;Robert Rodriguez;Billie Eilish;Finneas O'Connell;3,6;;U.S.A.;0;Anglais;3;0;0
Happily;2;2022;44602;96;Comédie;BenDavid Grabinski;Kerry Bishe;Joel McHale;2,0;BenDavid Grabinski;U.S.A.;0;Anglais;0;0;3
Harcelés;5;2021;44342;90;Drame;Olivier Barma;Claire Keim;Bruno Salomone;3,1;Germil Alvarez;France;0;Français;0;0;0
Harry & Meghan : désillusion au palais;6;2022;44714;90;Biopic;Menhaj Huda;Jordan Dean;Sydney Morton;2,8;Scarlett Lacey;U.S.A.;0;Anglais;3;0;0
Haseen Dillruba : Beauté envoûtante;10;2022;44858;135;Policier;Vinil Mathew;Tapsee Pannu;Vikrant Massey;2,7;Kanika Dhillon;Inde;0;Hindi;;0;
Haters;12;2021;44532;90;Comédie;Stéphane Marelli;Kev Adams;Estéban;1,2;Romuald Boulanger;France;0;Français;0;0;1
Haut et Fort;11;2021;44517;102;Drame;bil Ayouch;Ismail Adouab;As Basbousi;3,0;bil Ayouch;Maroc;111;Arabe;6;;
He Who Lives In Hidden Lakes;8;2022;44783;96;Aventure;Zach Lo;Kevin K. Gomez;Sarah Kopp;;;U.S.A.;0;Anglais;;;
Heart Parade;6;2022;44727;108;Comédie;Filip Zylber;An Próchniak;Michal Czernecki;2,4;Wiktor Piatkowski;Pologne;0;Polois;;0;0
Here Today;12;2021;44537;93;Comédie;Billy Crystal;Billy Crystal;Tiffany Haddish;2,6;Billy Crystal;U.S.A.;0;Anglais;4;4;1
Hero Mode;8;2022;44775;88;Comédie;A.J. Tesler;Mira Sorvino;Chris Carpenter;2,2;;U.S.A.;0;Anglais;0;2;4
Heroes - The Battle at Lake Changjin;7;2022;44769;176;Action;Chen Kaige;Jing Wu;Jackson Yee;2,8;Huang Jianxin;Chine;0;Chinois;2;0;
Hikikomori;11;2021;44524;75;Comédie dramatique;Sophie Attelann;Coline Chantrel;Karine Ventalon;3,2;Sophie Attelann;France;0;Français;;;0
Hilda et le Roi de la montagne;12;2021;44560;85;Aventure;Andy Coyle;Bella Ramsey;Ameerah Falzon-Ojo;3,5;Luke Pearson;U.S.A.;0;Anglais;;0;0
Histoires inédites;9;2021;44456;110;Drame;Abhishek Chaubey;Kul Kapoor;Zoya Hussain;2,9;Piyush Gupta;Inde;0;Hindi;1;0;
Hit The Road;4;2022;44678;93;Drame;Pah Pahi;Hassan Madjooni;Pantea Pahiha;3,5;Pah Pahi;Iran;3;Perse, Anglais;;;0
Hitman & Bodyguard 2;6;2021;44377;117;Action;Patrick Hughes (II);Ryan Reynolds;Samuel L. Jackson;2,7;Brandon Murphy;U.S.A.;0;Anglais;1;5;4
Holy Emy;3;2023;45007;111;Drame;Araceli Lemos;Abigael Loma;Hasmine Kilip;2,3;Araceli Lemos;Grèce;0;Grec, Anglais, Autre;;;
Home;11;2022;44874;100;Drame;Franka Potente;Jake McLaughlin;Aisling Franciosi;3,6;Franka Potente;Allemagne;0;Anglais;0;0;0
Homebound;4;2023;45021;71;Drame;Sebastian Godwin;Tom Goodman-Hill;Aisling Loftus;1,8;Sebastian Godwin;Grande-Bretagne;0;Anglais;0;0;0
Homunculus;4;2021;44308;115;Epouvante-horreur;Takashi Shimizu;Gô Ayano;Ryô rita;2,4;Takashi Shimizu;Japon;0;Japois;9;0;0
Honey Girls;10;2021;44488;;Famille;Trey Fanjoy;Ashanti;Frankie McNellis;;Mike Mariano;U.S.A.;0;Anglais;0;0;
Honsla Rakh;10;2021;44484;145;Comédie;Amarjit Singh;Diljit Dosanjh;Som Bajwa;2,9;;Inde;0;Autre;;0;0
Hors de la mort;1;2022;44582;96;Action;Mike Burns;Jaime King;Bruce Willis;1,3;;U.S.A.;1;Anglais;0;0;1
Hostage Game;10;2021;44490;91;Action;Jon Keeyes;Tyrese Gibson;John Malkovich;1,7;Mickey Solis;U.S.A.;0;Anglais;0;0;1
Hotel on the Koppies;7;2022;44770;76;Drame;Charlie Vundla;Moopi Mothibeli;Zethu Dlomo-Mphahlele;;;Afrique du Sud;0;Zulu, Anglais, Dialecte africain;;;
Hôtel Transylvanie : changements monstres;1;2022;44575;98;Animation;Derek Drymon;Serge Faliu;Brian Hull;3,0;Genndy Tartakovsky;U.S.A.;0;Anglais;0;0;
House of Gucci;11;2021;44524;157;Biopic;Ridley Scott;Lady Gaga;Adam Driver;3,6;Roberto Bentiveg;U.S.A.;16;Anglais;30;2;1
Hridayam;1;2022;44587;172;Romance;Vineeth Sreenivasan;Prav Mohanlal;Kalyani Priyadarshan;3,0;Vineeth Sreenivasan;Inde;0;Autre;;;
Hygiène sociale;11;2022;44886;75;Drame;Denis Côté;Maxim Gaudette;Larissa Corriveau;2,4;Denis Côté;Cada;0;Français;2;0;
Hyperland;12;2022;44896;107;Drame;Mario Sixtus;Lor Ishema;Samuel Schneider;2,9;Mario Sixtus;Allemagne;0;Allemand;;;
Hypnotique;10;2021;44496;88;Epouvante-horreur;Matt Angel;Kate Siegel;Jason O'Mara;1,8;Matt Angel;U.S.A.;0;Anglais;0;0;0
Hytte;10;2021;44487;76;Drame;Jean-Louis Schuller;Luc Schiltz;Ingrid Liavaag;2,9;Jean-Louis Schuller;Luxembourg;0;Français, Anglais;0;0;
I Care A Lot;10;2022;44859;118;Comédie;J Blakeson;Rosamund Pike;Eiza Gonzalez;2,8;J Blakeson;U.S.A.;;Anglais;4;1;0
I Comete;4;2022;44671;127;Drame;Pascal Tagti;Jean-Christophe Folly;Pascal Tagti;2,3;Pascal Tagti;France;1;Français;1;0;1
I Love America;3;2022;44631;102;Comédie;Lisa Azuelos;Sophie Marceau;Djanis Bouzyani;2,1;Lisa Azuelos;France;0;Français, Anglais;1;3;0
I Missed You;11;2022;44872;100;Comédie;Mag Hsu;Eve Ai;Kang Ren Wu;2,8;Mag Hsu;Taïwan;0;Chinois;;;
I See You;6;2020;44004;98;Policier;Adam Randall;Helen Hunt;Jon Tenney;3,4;Devon Graye;U.S.A.;1;Anglais;0;3;0
I’m Your Man;6;2022;44734;105;Comédie;Maria Schrader;Maren Eggert;Dan Stevens;3,7;Maria Schrader;Allemagne;110;Allemand;1;1;0
Icare;3;2022;44650;76;Animation;Carlo Vogele;Camille Cottin;Niels Schneider;3,9;Carlo Vogele;Luxembourg;0;Français;8;2;2
Ice Road;8;2021;44412;109;Action;Jothan Hensleigh;Liam Neeson;Laurence Fishburne;2,4;Jothan Hensleigh;U.S.A.;0;Anglais;0;1;4
Ida Red;12;2021;44536;116;Action;John Swab;Melissa Leo;Frank Grillo;2,5;John Swab;U.S.A.;0;Anglais;0;6;0
Idylle sur une île;4;2021;44292;91;Romance;Christine Luby;Saskia Hampele;Liam McIntyre;1,9;;Australie;0;Anglais;;0;0
Ikkat;7;2021;44397;125;Comédie;Esham Khan;gabhusha;Bhoomi Shetty;;;Inde;0;-;;;
Il buco;5;2022;44685;93;Drame;Michelangelo Frammartino;Paolo Cossi;Jacopo Elia;3,3;Michelangelo Frammartino;Italie;13;Italien;;;
Il Divin Codino : L'art du but par Roberto Baggio;5;2021;44342;91;Biopic;Letizia Lamartire;Andrea Arcangeli;Valenti Bellè;2,9;Ludovica Rampoldi;Italie;0;Italien;;;0
Il est Elle;11;2021;44501;90;Drame;Clément Michel;Odile Vuillemin;Jothan Zaccaï;3,0;Catherine Ramberg;France;;Français;8;0;2
Il est trop bien;8;2021;44437;88;Comédie;Mark Waters;Addison Rae;Tanner Buchan;2,4;R. Lee Fleming Jr;U.S.A.;0;Anglais;6;;0
Il faut sauver la maison de Noël;11;2022;44869;89;Romance;John Stimpson;Katie Leclerc;Brent Bailey;3,1;Megan Freels Johnston;U.S.A.;0;Anglais;0;0;0
Ils s'aiment... enfin presque !;4;2022;44669;90;Comédie;Hervé Brami;Muriel Robin;Pierre Arditi;1,9;;France;0;Français;0;4;3
Ils sont vivants;2;2022;44615;112;Comédie dramatique;Jérémie Elkaïm;Mari Foïs;Seear Kohi;3,1;Jérémie Elkaïm;France;4;Français;2;1;
Illusions Perdues;10;2021;44489;150;Drame;Xavier Giannoli;Benjamin Voisin;Cécile de France;4,3;Xavier Giannoli;France;816;Français;2;1;10
Impardonble;12;2021;44540;112;Drame;Nora Fingscheidt;Sandra Bullock;Vincent D'Onofrio;3,9;Peter Craig;U.S.A.;0;Anglais;;6;1
In for a Murder;10;2021;44488;105;Policier;Piotr Mularuk;An Smolowik;Pawel Domagala;2,6;Piotr Mularuk;Pologne;0;Polois;;;
Indemnity;6;2022;44713;130;Action;Travis Taute;Jarrid Geduld;Gail Mabalane;1,9;Travis Taute;Afrique du Sud;0;Anglais, Afrikaans;;0;
Inexorable;4;2022;44657;99;Thriller;Fabrice Du Welz;Benoît Poelvoorde;Alba Gaia Bellugi;2,9;Joséphine Hopkins;France;1;Français;4;4;0
Infinite;10;2021;44472;106;Action;Antoine Fuqua;Mark Wahlberg;Chiwetel Ejiofor;2,4;Ian Shorr;U.S.A.;3;Anglais;5;11;1
Injustice;10;2021;44489;76;Action;Matt Peters;Justin Hartley;Anson Mount;2,9;Ernie Altbacker;U.S.A.;0;Anglais;0;0;0
Inmersión;11;2022;44876;82;Drame;;Alfredo Castro;Consuelo Carreño;3,0;;Chili;0;Espagnol;;0;
Inside Ted : Dans la tête du serial killer;1;2023;44957;100;Biopic;Amber Sealey;Elijah Wood;Luke Kirby;2,8;;U.S.A.;1;Anglais;0;1;1
Instinct maternel;4;2022;44666;92;Epouvante-horreur;John Lee;Ila Glazer;Justin Theroux;1,5;Ila Glazer;U.S.A.;0;Anglais;0;0;0
