Titre;date_sortie;duree;genre1;genre2;genre3;réalisateur_1;réalisateur_2;actor_1;actor 2;actor 3;note_presse;note spectators;link;link realisator;Scenar;nationality 1;nationality 2;distributor;nominations;budget;language;box-office;real awards;first actor awards;Second actor awards
#Home;18 août 2021; 2h 38min ;Drame;Famille;NA;Rojin Thomas;NA;Indrans;Sreenath Bhasi;Nalsen K. Gafoor;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=295476.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=941367.html;Rojin Thomas;Inde;NA;NA;0;-;Malais;NA;NA;0;NA
'83;23 décembre 2021; 2h 30min ;Biopic;Drame;NA;Kabir Khan;NA;Deepika Padukone;Ranveer Singh;Jiiva;NA;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=275238.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=176702.html;Kabir Khan;Inde;NA;Night ed films;0;-;Hindi, Tamoul;NA;0;0;1
(Nouvelles) Confidences d'une femme mariée;19 juin 2021; Comédie, Historique, Romance;Comédie;Historique;Romance;Lionel Baillemont;NA;Jérémie Hamon;Lauréline Romuald;William Beaux;NA;2,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=293081.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=704921.html;Lionel Baillemont;France;NA;NA;0;-;Français;NA;0;NA;NA
100% bio;5 janvier 2021; 1h 30min ;Comédie;NA;NA;Fabien Onteniente;NA;Didier Bourdon;Catherine Jacob;Lolita Chammah;NA;1,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=253175.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=2169.html;Fabien Onteniente;France;NA;France 3;0;-;Français;NA;1;1;1
107 Mothers;14 septembre 2022; 1h 33min ;Drame;NA;NA;Péter Kerekes;NA;Maryna Klimova;Iryna Kiryazeva;Lyubov Vasylyna;3,5;3,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=282292.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=21134.html;Ivan Ostrochovský;Slovaquie;République tchèque;Les Alchimistes;1         3            ;-;Russe, ukrainien;860 entrées;2;NA;NA
12 Mighty Orphans;1 septembre 2021; 1h 58min ;Biopic;Drame;Évènement Sportif;Ty Roberts;NA;Luke Wilson;Robert Duvall;Martin Sheen;NA;3,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=275746.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=813811.html;Ty Roberts;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;6
12 Theses;16 avril 2022; 1h 43min ;Thriller;NA;NA;Stefan Asang;NA;Dugald Ferguson;Joanna Castelli;Angus Alistair;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=304325.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=964178.html;NA;Allemagne;Suisse;NA;0;-;Anglais;NA;NA;NA;NA
13 Minutes;23 mars 2022; 1h 48min ;Action;Thriller;NA;Lindsay Gossling;NA;Thora Birch;Amy Smart;Anne Heche;NA;1,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=294437.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=828139.html;Lindsay Gossling;Canada;U.S.A.;NA;0;-;Anglais;NA;NA;1;1
1618;30 mai 2023; Divers;Divers;NA;NA;NA;NA;NA;NA;NA;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=305081.html;NA;NA;NA;NA;NA;0;-;-;NA;NA;0;0
355;5 janvier 2022; 2h 03min ;Action;Espionnage;Thriller;Simon Kinberg;NA;Jessica Chastain;Penélope Cruz;Bingbing Fan;2,8;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=264475.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=89183.html;Theresa Rebeck;U.S.A.;NA;SND;1           ;-;Anglais, Français;229 660 entrées;3;6;9
5 Histoires Macabre;31 octobre 2021; Epouvante-horreur;Epouvante-horreur;NA;NA;Kim Westerlund;Jan Verdijk;NA;NA;NA;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=296965.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=945598.html;NA;Finlande;Pays-Bas;Origine Films;0;-;Autre;NA;NA;0;0
500 mètres sous Terre;3 août 2022; 1h 54min ;Action;NA;NA;Kim Ji-hoon;NA;Seung-Won Cha;Seong-gyoon Kim;Kwang-Soo Lee;NA;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=294197.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=522681.html;Cheol-Hong Jeon;Corée du Sud;NA;The Jokers / Les Bookmakers;1           ;-;Coréen;NA;NA;0;0
5ème Set;16 juin 2021; 1h 45min ;Drame;Évènement Sportif;NA;Quentin Reynaud;NA;Alex Lutz;Ana Girardot;Kristin Scott Thomas;3,6;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=275419.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=452634.html;NA;France;NA;Apollo Films;1           ;-;Français;52 439 entrées;1;2;1
7 Femmes;28 décembre 2022; 1h 22min ;Comédie;Policier;Thriller;Alessandro Genovesi;NA;Margherita Buy;Diana Del Bufalo;Sabrina Impacciatore;NA;1,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=299769.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=713825.html;Alessandro Genovesi;Italie;NA;NA;0;-;Italien;NA;0;1;0
7 Prisonniers;11 novembre 2021; 1h 33min ;Drame;NA;NA;Alexandre Moratto;NA;Cecília Homem de Mello;Christian Malheiros;Lucas Oranmian;NA;3,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=289512.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=853104.html;Alexandre Moratto;Brésil;NA;NA;1           ;-;Portugais;NA;NA;0;NA
8 Rue de l'Humanité;20 octobre 2021; 2h 05min ;Comédie;NA;NA;Dany Boon;NA;Dany Boon;François Damiens;Laurence Arné;2,0;1,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=283590.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=37979.html;Dany Boon;France;NA;NA;0;-;Français;NA;8;8;2
A Chiara;13 avril 2022; 2h 02min ;Drame;NA;NA;Jonas Carpignano;NA;Swamy Rotolo;Claudio Rotolo;Grecia Rotolo;3,7;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=280841.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=682124.html;Jonas Carpignano;Italie;France;Haut et Court;1         1           ;-;Italien;32 007 entrées;3;NA;NA
A Classic Horror Story;23 septembre 2021; 1h 35min ;Epouvante-horreur;NA;NA;Roberto De Feo;Paolo Strippoli;Matilda Lutz;Francesco Russo;Peppino Mazzotta;NA;2,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=290728.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=880219.html;Roberto De Feo;Italie;NA;NA;0;-;Italien, Anglais;NA;NA;0;NA
À corps perdu;1 mars 2023; 1h 56min ;Drame;NA;NA;Sabrina Sarabi;NA;Saskia Rosendahl;Rick Okon;Godehard Giese;NA;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=290601.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=812371.html;Sabrina Sarabi;Allemagne;NA;NA;0;-;Allemand;NA;NA;0;NA
A en soulever des montagnes;17 septembre 2021; 1h 48min ;Drame;Thriller;NA;Daniel Sandu;NA;Adrian Titieni;Elena Purea;Judith State;NA;2,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=293771.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=748984.html;Daniel Sandu;Roumanie;Suède;NA;0;1,8 M€;Roumain;NA;NA;0;NA
À Fond les Biberons;21 février 2022; 1h 48min ;Comédie;NA;NA;Martin Schreier;NA;Emilio Sakraya;Andreas Helgi Schmid;Carol Schuler;NA;2,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=293260.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=648133.html;Murmel Clausen;Allemagne;NA;NA;0;-;Allemand;NA;0;0;NA
A House on the Bayou;3 mars 2022; Epouvante-horreur, Thriller;Epouvante-horreur;Thriller;NA;Alex McAulay;NA;Angela Sarafyan;Paul Schneider;Lia McHugh;NA;2,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=291319.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=195971.html;Alex McAulay;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
A Journal for Jordan;3 octobre 2022; 2h 11min ;Biopic;Drame;Romance;Denzel Washington;NA;Michael B. Jordan;Chanté Adams;Tamara Tunie;NA;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=262221.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=8504.html;Virgil Williams;U.S.A.;NA;NA;0;-;Anglais;NA;8;2;0
A la folie;6 septembre 2022; 1h 30min ;Drame;NA;NA;Andréa Bescond;Eric Métayer;Marie Gillain;Alexis Michalik;Ahmed Sylla;4,2;3,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=287214.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=811934.html;Eléonore Bauer;France;NA;M6;0;-;Français;NA;2;2;2
A la recherche de mon père Noël;2 décembre 2021; 1h 30min ;Romance;NA;NA;Sharon Lewis;NA;Alicia Dea Josipovic;Travis Nelson;Laura Cilevitz;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=298392.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=254243.html;NA;U.S.A.;NA;TF1;0;-;Anglais;NA;0;NA;0
À mon tour;5 janvier 2022; 1h 30min ;Comédie dramatique;NA;NA;Frédéric Berthe;NA;François-Xavier Demaison;Isabelle Gélinas;Oscar Berthe;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=294456.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=86396.html;Mickaël Quiroga;France;NA;France 2;0;-;Français;NA;1;3;1
A Noël mon Prince viendra 3;23 décembre 2021; 1h 30min ;Romance;NA;NA;Marco Deufemia;NA;Kaitlyn Leeb;Nick Hounslow;Josh Dean;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=299132.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=856501.html;NA;U.S.A.;NA;M6;0;-;Afrikaans;NA;0;0;NA
A Nuvem Rosa;7 mars 2022; 1h 45min ;Drame;NA;NA;Iuli Gerbase;NA;Renata de Lélis;Eduardo Mendonça;Helena Becker;NA;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=288921.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=588349.html;Iuli Gerbase;Brésil;NA;NA;0;-;Portugais, Anglais;NA;NA;NA;NA
A Perfect Fit;24 octobre 2022; 1h 52min ;Comédie;Drame;Romance;Hadrah Daeng Ratu;NA;Nadya Arina;Refal Hady;Christine Hakim;NA;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=290776.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=927303.html;Garin Nugroho;Indonésie;NA;NA;0;-;Indonésien;NA;NA;NA;NA
À plein temps;16 mars 2022; 1h 25min ;Drame;NA;NA;Eric Gravel;NA;Laure Calamy;Anne Suarez;Geneviève Mnich;4,0;4,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=281709.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=206249.html;Eric Gravel;France;NA;Haut et Court;4         6            ;2,7M€;Français;210 943 entrées;NA;2;0
À quel prix ?;3 septembre 2021; 1h 58min ;Biopic;Drame;Judiciaire;Sara Colangelo;NA;Michael Keaton;Amy Ryan;Stanley Tucci;NA;3,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=262761.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=652178.html;Max Borenstein;U.S.A.;NA;NA;0;-;Anglais;NA;1;4;1
A Taste of Hunger;24 mars 2022; 1h 43min ;Drame;Romance;NA;Christoffer Boe;NA;Nikolaj Coster-Waldau;Katrine Greis-Rosenthal;Charlie Gustafsson;NA;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=288807.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=90839.html;Tobias Lindholm;Danemark;Suède;NA;0;-;Danois;NA;2;2;NA
À tous les garçons : Pour toujours et à jamais;29 mars 2022; 1h 49min ;Comédie;Drame;Romance;Michael Fimognari;NA;Lana Condor;Noah Centineo;John Corbett;2,8;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=276517.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=176183.html;Katie Lovejoy;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
A Way Back Home;18 mars 2023; 1h 22min ;Drame;NA;NA;NA;NA;Alexx Ekubo;IK Ogbonna;Bimbo Manuel;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=297742.html;NA;NA;Nigéria;NA;NA;0;-;-;NA;NA;0;NA
A Week Away;26 mars 2021; 1h 34min ;Drame;Musical;Comédie musicale;Roman White;NA;Kevin Quinn;Bailee Madison;Sherri Shepherd;NA;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=282384.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=903681.html;Alan Powell;U.S.A.;NA;NA;0;-;Anglais;NA;NA;0;0
A World Without;14 octobre 2021; 1h 46min ;Drame;Science Fiction;NA;Nia Di Nata;NA;Amanda Rawles;Maizura;Asmara Abigail;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=296657.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=506466.html;Nia Di Nata;Indonésie;NA;NA;0;-;Indonésien;NA;NA;NA;NA
Abuela;6 avril 2022; 1h 40min ;Epouvante-horreur;NA;NA;Paco Plaza;NA;Almudena Amor;Vera Valdez;Karina Kolokolchykova;3,6;2,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=286148.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=73703.html;Carlos Vermut;Espagne;France;Wild Bunch Distribution;1         4            ;-;Espagnol;95 099 entrées;3;NA;0
Actual People;18 janvier 2023; 1h 24min ;Drame;NA;NA;Kit Zauhar;NA;Kit Zauhar;Scott Albrecht;Tiye Amenechi;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=294320.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=938216.html;Kit Zauhar;U.S.A.;NA;NA;0;-;Anglais;NA;NA;NA;NA
Adieu Paris;26 janvier 2022; 1h 36min ;Comédie;NA;NA;Edouard Baer;NA;Pierre Arditi;Jackie Berroyer;François Damiens;3,1;2,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=287061.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=32943.html;Edouard Baer;France;NA;Le Pacte;0;-;Français;103 721 entrées;2;3;2
Affaire sensible;20 mars 2023; 1h 22min ;Drame;NA;NA;Saskia Diesing;NA;Jacob Derwig;Kim Van Kooten;Ellen Parren;NA;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=314550.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=716335.html;Lykele Muus;Pays-Bas;NA;NA;0;-;Néerlandais;NA;NA;0;0
Affamés;17 novembre 2021; 1h 39min ;Epouvante-horreur;Thriller;NA;Scott Cooper;NA;Keri Russell;Jesse Plemons;Jeremy T. Thomas;2,7;2,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=261340.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=111832.html;Nick Antosca;U.S.A.;NA;The Walt Disney Company France;0;-;Anglais;109 043 entrées;1;1;2
African America;25 octobre 2022; 1h 36min ;Drame;NA;NA;Muzi Mthembu;NA;Phumelele Mthembu;Anthony Goss;Thami Buti;NA;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=294561.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=939035.html;Muzi Mthembu;Afrique du Sud;NA;NA;0;-;Anglais;NA;NA;NA;NA
After - Chapitre 3;22 octobre 2021; 1h 38min ;Drame;Romance;NA;Castille Landon;NA;Josephine Langford;Hero Fiennes Tiffin;Louise Lombard;NA;2,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=286243.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=222935.html;Sharon Soboil;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
After Blue (Paradis sale);16 février 2022; 2h 07min ;Science Fiction;NA;NA;Bertrand Mandico;NA;Elina Löwensohn;Paula Luna;Vimala Pons;3,1;2,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=277709.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=144266.html;Bertrand Mandico;France;NA;UFO Distribution;1           ;-;Français;12 191 entrées;1;1;NA
After Yang;6 juillet 2022; 1h 36min ;Drame;Science Fiction;NA;Kogonada;NA;Colin Farrell;Jodie Turner-Smith;Malea Emma Tjandrawidjaja;3,2;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=272144.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=784127.html;Kogonada;U.S.A.;NA;Condor Distribution;7            ;-;Anglais;29 032 entrées;0;1;0
Aftermath;4 août 2021; 1h 54min ;Epouvante-horreur;Thriller;NA;Peter Winther;NA;Ashley Greene Khoury;Shawn Ashmore;Britt Baron;NA;2,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=275899.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=68722.html;Peter Winther;U.S.A.;Canada;NA;0;-;Anglais;NA;0;1;0
Ahmed Notre Dame;28 novembre 2022; 1h 41min ;Comédie;Fantastique;Epouvante-horreur;Mahmoud Karim;NA;Ramez Galal;Ghadah Adel;Khaled El Sawy;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=310100.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=881494.html;NA;Egypte;NA;NA;0;-;Arabe;NA;NA;NA;NA
Aileen Wuornos: American Boogeywoman;8 décembre 2021; 1h 40min ;Biopic;Drame;Epouvante-horreur;Daniel Farrands;NA;Peyton List (II);Tobin Bell;Lydia Hearst;NA;1,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=293346.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=70151.html;Daniel Farrands;U.S.A.;NA;NA;0;-;Anglais;NA;1;0;2
Ainbo, princesse d'Amazonie;14 juillet 2021; 1h 20min ;Aventure;Animation;Famille;Richard Claus;Jose Zelada;Audrey Lamy;Lola Raie;Bernardo De Paula;2,8;2,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=270638.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=81801.html;Richard Claus;Pérou;Pays-Bas;Le Pacte;0;-;Anglais;254 279 entrées;0;2;NA
Aaja Mexico Challiye;25 février 2022; 2h 05min ;Action;Comédie;NA;Rakesh Dhawan;NA;Ammy Virk;Nasir Chinyoti;Zafri Khan;NA;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=297338.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=901186.html;Rakesh Dhawan;Inde;NA;Friday Entertainment;0;-;Autre;NA;NA;0;NA
Akhanda;2 décembre 2021; 2h 48min ;Action;Fantastique;NA;Boyapati Srinu;NA;Nandamuri Balakrishna;Pragya Jaiswal;Jagapathi Babu;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=298608.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=574906.html;Boyapati Srinu;Inde;NA;Friday Entertainment;0;-;Autre;NA;NA;NA;NA
Aki and Paw Paw;24 novembre 2022; 2h 13min ;Comédie dramatique;NA;NA;Biodun Stephen;NA;Chinedu Ikedieze;Osita Iheme;Chioma Okafor;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=310098.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=904703.html;NA;Nigéria;NA;NA;0;-;Anglais, Autre;NA;NA;NA;NA
All Eyes Off Me;8 juin 2022; 1h 30min ;Comédie;Drame;NA;Hadas Ben Aroya;NA;Elisheva Weil;Leib Lev Lenin;Yoav Hait;3,9;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=290378.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=800332.html;Hadas Ben Aroya;Israël;NA;Wayna Pitch;0;-;Hebreu;1 930 entrées;NA;NA;NA
All Eyes on Him;2 février 2023; 1h 03min ;Animation;NA;NA;Sayood;NA;Sayood;Abdulazeem Albloushi;Mariam Ali;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=312537.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=984732.html;NA;Koweit;NA;NA;0;-;Arabe;NA;NA;NA;NA
All Na Vibes;27 janvier 2023; 1h 20min ;Drame;NA;NA;Taiwo Egunjobi;NA;Tolu Osaile;Molawa Davis;Tega Ethan;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=312303.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=984326.html;NA;Nigéria;NA;NA;0;-;Anglais, Dialecte africain;NA;NA;NA;NA
Ali & Ava;2 mars 2022; 1h 35min ;Comédie;Comédie dramatique;Drame;Clio Barnard;NA;Adeel Akhtar;Claire Rushbrook;Ellora Torchia;3,4;3,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=280580.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=475995.html;Clio Barnard;Grande-Bretagne;NA;Rezo Films;4            ;-;Anglais;19 509 entrées;4;0;0
Ali & Ratu Ratu Queens;24 octobre 2022; 1h 40min ;Comédie;Comédie dramatique;Drame;Lucky Kuswandi;NA;Iqbaal Dhiafakhri Ramadhan;Aurora Ribero;Nirina Zubir;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=292672.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=690692.html;Muhammad Zaidy;Indonésie;NA;NA;0;-;Indonésien;NA;2;NA;NA
Alors on danse;16 mars 2022; 1h 27min ;Comédie;NA;NA;Michèle Laroque;NA;Isabelle Nanty;Michèle Laroque;Thierry Lhermitte;1,8;2,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=285816.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=17246.html;Michèle Laroque;France;NA;UGC Distribution;0;7,5M€;Français;234 307 entrées;9;1;9
Amants;17 novembre 2021; 1h 40min ;Drame;Thriller;NA;Nicole Garcia;NA;Pierre Niney;Stacy Martin;Benoît Magimel;3,2;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=260369.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=952.html;Nicole Garcia;France;NA;Wild Bunch Distribution;1           ;-;Français;252 549 entrées;1;5;0
Amants super-héroïques;3 août 2022; 2h 00min ;Comédie;Drame;Romance;Paolo Genovese;NA;Jasmine Trinca;Alessandro Borghi;Greta Scarano;1,8;3,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=299506.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=239565.html;Paolo Genovese;Italie;NA;L'Atelier Distribution;0;-;Italien;7 941 entrées;3;2;0
Amel & les fauves;26 avril 2023; 2h 02min ;Drame;Thriller;NA;Mehdi Hmili;NA;Afef Ben Mahmoud;Zeineb Sawen;Iheb Bouyahia;3,0;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=294337.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=616462.html;Mehdi Hmili;Tunisie;Luxembourg;La Vingt-Cinquième Heure;0;-;Arabe;1 620 entrées;NA;0;NA
America : Le Film;30 juin 2021; 1h 38min ;Animation;Comédie;Historique;Matt Thompson;NA;Channing Tatum;Simon Pegg;Judy Greer;NA;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=255206.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=663215.html;Dave Callaham;U.S.A.;NA;NA;0;-;Anglais;NA;NA;1;1
America Latina;17 août 2022; 1h 33min ;Thriller;NA;NA;Damiano D'Innocenzo;Fabio D'Innocenzo;Elio Germano;Astrid Casali;Sara Ciocca;2,8;2,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=185936.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=832568.html;Damiano D'Innocenzo;Italie;France;Le Pacte;4            ;-;Italien;6 091 entrées;1;2;NA
American Girl;8 novembre 2022; 1h 41min ;Drame;NA;NA;NA;NA;Caitlin Fang;Winnie Shih-Ying Chang;Kaiser Chuang;NA;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=302105.html;NA;NA;Taïwan;NA;NA;0;-;Mandarin, Chinois, Anglais;NA;NA;NA;NA
American Nightmare 5 : Sans limites;4 août 2021; 1h 44min ;Action;Epouvante-horreur;Thriller;Everardo Gout;NA;Ana de la Reguera;Tenoch Huerta;Josh Lucas;3,2;2,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=268974.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=509044.html;James DeMonaco;U.S.A.;NA;Universal Pictures International France;0;-;Anglais;434 267 entrées;5;0;0
American Refugee;10 mars 2022; 1h 34min ;Epouvante-horreur;Thriller;NA;Ali LeRoi;NA;Erika Alexander;Derek Luke;Sam Trammell;NA;1,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=292767.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=65234.html;Nicolas Buckmelter;U.S.A.;NA;NA;0;-;Anglais;NA;1;0;1
American Siege;16 novembre 2022; 1h 34min ;Action;Thriller;NA;Edward Drake;NA;Bruce Willis;Robert Gough;Trevor Gretzky;NA;1,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=288361.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=898487.html;Edward Drake;U.S.A.;NA;NA;1           ;-;Anglais;NA;0;1;0
Amina;4 novembre 2021; 1h 45min ;Aventure;Historique;NA;Izu Ojukwu;NA;Ali Nuhu;NA;NA;NA;2,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=297187.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=228683.html;NA;Nigéria;NA;NA;0;-;Anglais;NA;NA;0;0
Amis pour la vie;27 juillet 2022; 1h 30min ;Comédie;Drame;NA;Dagmar Seume;NA;Christina Hecke;Benjamin Sadler;Annette Frier;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=282044.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=435650.html;Dagmar Seume;Allemagne;NA;NA;0;-;Allemand;NA;0;0;0
Amoureux & Associés;18 mars 2021; 1h 29min ;Romance;NA;NA;Bill Corcoran;NA;Kelly Van Der Burg;Benjamin Sutherland;Elise Bauman;NA;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=289948.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=105713.html;Kelly Peters;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;NA
Amours Irlandaises;7 avril 2021; 1h 43min ;Drame;Romance;NA;John Patrick Shanley;NA;Emily Blunt;Jamie Dornan;Jon Hamm;NA;2,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=274010.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=51918.html;John Patrick Shanley;U.S.A.;Irlande;NA;0;-;Anglais;NA;1;1;2
