Titre;date_sortie;duree;genre1;genre2;genre3;réalisateur_1;réalisateur_2;actor_1;actor 2;actor 3;note_presse;note spectators;link;link realisator;Scenar;nationality 1;nationality 2;distributor;nominations;budget;language;box-office;real awards;first actor awards;Second actor awards
En route pour l'avenir;6 mai 2022; 1h 46min ;Drame;Romance;NA;Sofia Alvarez (II);NA;Emma Pasarow;Andie MacDowell;Dermot Mulroney;NA;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=274733.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=727527.html;Sofia Alvarez (II);U.S.A.;NA;NA;0;-;Anglais;NA;NA;NA;3
Encanto, la fantastique famille Madrigal;24 novembre 2021; 1h 43min ;Animation;Comédie;Famille;Charise Castro Smith;Byron Howard;Camille Timmerman;Stephanie Beatriz;José Garcia;3,7;3,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=284646.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=549098.html;Jared Bush;U.S.A.;NA;The Walt Disney Company France;2         5            ;-;Anglais;3 225 507 entrées;0;NA;0
Encore Noël ?!;18 novembre 2021; 1h 30min ;Aventure;Comédie;Famille;Andy Fickman;NA;Scarlett Estevez;Ashlyn Jade Lopez;Daniel Sunjata;NA;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=297752.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=88426.html;Doan La;U.S.A.;NA;Disney Channel France;0;-;Anglais, Néerlandais, Espagnol, Français, Italien, Hongrois, Polonais, Portugais, Roumain, Finnois, Suisse allemand, Turc, Tchèque, Autre;NA;1;NA;0
Encore plus beau;10 décembre 2021; 1h 40min ;Drame;Romance;NA;Claudio Norza;NA;Ludovica Francesconi;Giancarlo Commare;Désirée Giorgetti;NA;2,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=295807.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=751353.html;Roberto Proia;Italie;NA;NA;0;-;Italien;NA;NA;NA;NA
Encounter;10 décembre 2021; 1h 48min ;Science Fiction;Thriller;NA;Michael Pearce (II);NA;Riz Ahmed;Octavia Spencer;Janina Gavankar;NA;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=285621.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=503868.html;Michael Pearce (II);Grande-Bretagne;U.S.A.;NA;0;-;Anglais;NA;1;1;5
Enemy;4 novembre 2021; 2h 39min ;Action;Drame;NA;Anand Shankar;NA;Vishal;Arya;NA;NA;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=297799.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=784542.html;Anand Shankar;Inde;NA;Friday Entertainment;0;-;Tamoul;NA;NA;NA;0
Ensorcelée par Noël;9 novembre 2022; 1h 30min ;Romance;NA;NA;Graeme Campbell;NA;Erika Prevost;Romaine Waite;Zoe Doyle;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=309422.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=105857.html;John Dion;U.S.A.;NA;TF1;0;-;Anglais;NA;0;NA;0
Entre ciel et terre;2 novembre 2022; 1h 36min ;Drame;NA;NA;Michał Kondrat;NA;Malgorzata Kozuchowska;Kamila Kaminska;Philippe Tlokinski;NA;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=286721.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=822773.html;Michał Kondrat;Pologne;NA;Saje Distribution;0;-;Polonais;1 852 entrées;NA;0;NA
Entre la vie et la mort;29 juin 2022; 1h 45min ;Drame;Thriller;NA;Giordano Gederlini;NA;Antonio de la Torre;Marine Vacth;Olivier Gourmet;3,0;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=285954.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=67626.html;Giordano Gederlini;Belgique;France;Le Pacte;7            ;-;Français;43 685 entrées;1;3;1
Escape From Mogadishu;28 juillet 2022; 2h 01min ;Action;Drame;Thriller;Seung-wan Ryoo;NA;Yun-seok Kim;In-Sung Jo;Joon-ho Huh;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=293232.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=99846.html;Ki-cheol Lee;Corée du Sud;NA;NA;1           ;-;Coréen;NA;1;0;0
Escape Game 2 - Le Monde est un piège;11 août 2021; 1h 28min ;Epouvante-horreur;Thriller;NA;Adam Robitel;NA;Taylor Russell;Logan Miller;Thomas Cocquerel;2,1;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=272034.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=435791.html;Will Honley;U.S.A.;NA;Sony Pictures Releasing France;0;-;Anglais;229 004 entrées;6;0;0
Escape the Undertaker;5 octobre 2021; 0h 31min ;Action;Aventure;Epouvante-horreur;Ben Simms;NA;Mark Calaway;Ettore Ewen;Kofi Kingston;NA;2,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=296258.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=870235.html;NA;U.S.A.;NA;NA;0;-;Anglais;NA;NA;0;NA
Espèces menacées;3 novembre 2021; 1h 42min ;Action;Thriller;NA;M.J. Bassett;NA;Rebecca Romijn;Philip Winchester;Isabel Bassett;NA;1,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=263056.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=84098.html;M.J. Bassett;Kenya;U.S.A.;NA;0;-;Anglais;NA;3;0;0
Estación catorce;9 novembre 2022; 1h 29min ;Drame;NA;NA;Diana Cardozo (II);NA;Gael Vazquez;José Antonio Becerril;Yoshira Escárrega;3,0;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=296259.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=943232.html;Diana Cardozo (II);Mexique;NA;Bobine Films;0;-;Espagnol;117 entrées;NA;NA;NA
Et doucement rallumer les étoiles;29 mars 2023; 1h 30min ;Drame;NA;NA;Thierry Petit;NA;Cassiopée Mayance;David Mora;Elodie Frenck;NA;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=291854.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=161743.html;Lorène Delannoy;France;NA;France 2;      ;-;Français;NA;1;0;0
Étoiles de cristal;8 avril 2022; 2h 17min ;Drame;Thriller;NA;Jota Linares;NA;María Pedraza;Mona Martínez;Marta Hazas;NA;2,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=290643.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=824106.html;Jota Linares;Espagne;NA;NA;0;-;Espagnol;NA;NA;NA;0
Evangelion : 3.0+1.0: Thrice Upon A Time;12 août 2021; 2h 34min ;Action;Animation;Drame;Hideaki Anno;Kazuya Tsurumaki;Megumi Hayashibara;Megumi Ogata;Yûko Miyamura;NA;4,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=287191.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=30543.html;Hideaki Anno;Japon;NA;NA;0;-;Japonais;NA;1;0;0
Evolution;18 mai 2022; 1h 37min ;Drame;NA;NA;Kornél Mundruczó;NA;Lili Monori;Annamária Láng;Goya Rego;3,7;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=293302.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=99502.html;Kata Wéber;Hongrie;Allemagne;Dulac Distribution;1           ;-;Hongrois, Allemand;14 514 entrées;1;0;NA
Existence;24 septembre 2021; 1h 05min ;Thriller;NA;NA;José Dias Mirandela;NA;Manon Dias Mirandela;Sophie Merlin;NA;NA;2,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=295716.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=942129.html;NA;France;NA;NA;0;-;Français;NA;NA;NA;NA
Extrême limite;20 juillet 2022; Action, Aventure;Action;Aventure;NA;Andrew Stevens;NA;Kevin Quinn;Claudia Lee;Patrick Fabian;NA;2,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=294995.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=74189.html;NA;U.S.A.;NA;NA;0;-;Anglais;NA;1;0;0
Fabian ou le chemin de la décadence;31 mars 2023; 2h 56min ;Drame;Historique;NA;Dominik Graf;NA;Tom Schilling;Albrecht Schuch;Saskia Rosendahl;NA;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=276019.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=22750.html;Constantin Lieb;Allemagne;NA;NA;8            ;-;Allemand;NA;3;1;1
Face à la mer;13 avril 2022; 1h 56min ;Drame;NA;NA;Ely Dagher;NA;Manal Issa;Roger Azar;Yara Abou Haidar;3,3;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=292994.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=730873.html;Ely Dagher;Liban;France;JHR Films / Jour2Fête;3            ;-;Arabe;1 785 entrées;NA;1;NA
Farha;8 décembre 2022; 1h 32min ;Drame;NA;NA;Darin J. Sallam;NA;Karam Taher;Ashraf Barhom;Ali Suliman;NA;4,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=295522.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=941494.html;Darin J. Sallam;Jordanie;Suède;NA;0;-;Arabe, Hebreu, Anglais;NA;NA;NA;0
Fast & Furious 9;14 juillet 2021; 2h 23min ;Action;NA;NA;Justin Lin;NA;Vin Diesel;Michelle Rodriguez;Jordana Brewster;2,7;2,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=221542.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=85928.html;Daniel Casey;U.S.A.;NA;Universal Pictures International France;1           ;-;Anglais;1 976 110 entrées;1;2;1
Fatales;16 mars 2022; 1h 35min ;Comédie;Drame;Romance;Vojtech Moravec;NA;Hana Vagnerová;Petra Hrebícková;Gabriela Marcinkova;NA;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=300559.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=955644.html;Sandra Nováková;République tchèque;NA;NA;0;-;Tchèque;NA;NA;0;0
Fear of Rain;26 mai 2021; 1h 49min ;Drame;Thriller;NA;Castille Landon;NA;Katherine Heigl;Madison Iseman;Harry Connick Jr.;NA;2,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=285144.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=222935.html;Castille Landon;U.S.A.;NA;NA;0;-;Anglais;NA;0;2;0
Fear Street - Partie 1 : 1994;2 juillet 2021; 1h 45min ;Epouvante-horreur;NA;NA;Leigh Janiak;NA;Maya Hawke (II);Charlene Amoia;David W. Thompson;3,0;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=257547.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=675913.html;Leigh Janiak;U.S.A.;NA;NA;0;-;Anglais;NA;6;0;0
Fear Street - Partie 2 : 1978;9 juillet 2021; 1h 49min ;Epouvante-horreur;NA;NA;Leigh Janiak;NA;Gillian Jacobs;Matthew Zuk;Kiana Madeira;2,8;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=257549.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=675913.html;Leigh Janiak;U.S.A.;NA;NA;0;-;Anglais;NA;6;1;0
Fear Street - Partie 3 : 1666;17 juillet 2021; 1h 54min ;Epouvante-horreur;NA;NA;Leigh Janiak;NA;Kiana Madeira;Elizabeth Scopel;Benjamin Flores Jr.;2,5;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=257550.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=675913.html;Phil Graziadei;U.S.A.;NA;NA;0;-;Anglais;NA;6;0;NA
Fille de paysan;1 mars 2023; 1h 30min ;Drame;NA;NA;Julie Manoukian;NA;Justine Lacroix;Thierry Godard;Carole Bianic;NA;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=298288.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=404477.html;Monica Rattazzi;France;NA;France 2;      ;-;Français;NA;0;NA;0
Film d'horreur sans titre;6 octobre 2021; Comédie, Epouvante-horreur;Comédie;Epouvante-horreur;NA;Nick Simon;NA;Katherine McNamara;Aisha Tyler;Claire Holt;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=292899.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=527411.html;Nick Simon;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Fils de plouc;18 novembre 2021; 1h 10min ;Comédie;NA;NA;Harpo Guit;Lenny Guit;Maximilien Delmelle;Harpo Guit;Claire Bodson;NA;2,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=289352.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=923170.html;Harpo Guit;Belgique;NA;NA;0;-;Français;NA;NA;NA;NA
Finch;5 novembre 2021; 1h 55min ;Drame;Science Fiction;NA;Miguel Sapochnik;NA;Tom Hanks;Caleb Landry Jones;Lora Martinez-Cunningham;2,9;3,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=260221.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=79862.html;Ivor Powell;U.S.A.;Grande-Bretagne;NA;0;-;Anglais;NA;1;10;1
Finding Ophelia;23 juin 2021; 1h 13min ;Fantastique;Epouvante-horreur;NA;Stephen Rutterford;NA;Jimmy Levar;Christina Chu-Ryan;Steve Schaefer;NA;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=274658.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=934350.html;Stephen Rutterford;U.S.A.;NA;NA;0;-;Anglais;NA;NA;NA;NA
Finding You;4 octobre 2021; 2h 05min ;Drame;Romance;NA;Brian Baugh;NA;Rose Reid;Jedidiah Goodacre;Katherine McNamara;NA;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=286047.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=180723.html;Brian Baugh;U.S.A.;NA;NA;0;-;Anglais;NA;0;NA;0
Fire;18 février 2022; 2h 11min ;Action;NA;NA;Aleksey Nuzhnyy;NA;Konstantin Khabenskiy;Ivan Yankovskiy;Stasya Miloslavskaya;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=290972.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=750535.html;Nikolay Kulikov;Russie;NA;NA;0;-;Russe;NA;NA;0;0
Firebird;1 décembre 2022; 1h 52min ;Drame;Romance;NA;NA;NA;Tom Prior;Diana Pozharskaya;Margus Prangel;NA;3,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=295007.html;NA;NA;Estonie;Grande-Bretagne;NA;0;-;Anglais;NA;NA;NA;NA
Flag Day;29 septembre 2021; 1h 48min ;Biopic;Drame;Thriller;Sean Penn;NA;Dylan Penn;Sean Penn;Josh Brolin;2,7;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=243574.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=6146.html;Jez Butterworth;U.S.A.;NA;Le Pacte;13            ;-;Anglais;65 607 entrées;11;NA;11
Flashback;11 novembre 2021; 1h 30min ;Comédie;NA;NA;Caroline Vigneaux;NA;Caroline Vigneaux;Sophia Aram;Suzanne Clément;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=288769.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=588951.html;Caroline Vigneaux;France;NA;NA;0;-;Français;NA;0;0;0
Flora & Ulysse;19 février 2021; 1h 35min ;Aventure;Famille;Fantastique;Lena Khan;NA;Matilda Lawler;Alyson Hannigan;Ben Schwartz;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=269635.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=800539.html;Brad Copeland;U.S.A.;NA;NA;0;-;Anglais;NA;NA;NA;0
Fly;22 juillet 2022; 1h 50min ;Drame;Musical;Romance;Katja von Garnier;NA;Svenja Jung;Ben Wichert;Jasmin Tabatabai;NA;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=277281.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=28468.html;Daphne Ferraro;Allemagne;NA;NA;0;-;Allemand;NA;0;0;NA
Forever Rich;1 octobre 2021; 1h 29min ;Comédie;Drame;Thriller;Shady El-Hamus;NA;Jonas Smulders;Yootha Wong-Loi-Sing;Hadewych Minis;NA;2,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=290836.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=890032.html;Shady El-Hamus;Pays-Bas;NA;NA;0;-;Néerlandais;NA;NA;0;NA
Fou de toi;24 octobre 2022; 1h 42min ;Comédie;Romance;NA;Dani de la Orden;NA;Álvaro Cervantes;Susana Abaitua;Luis Zahera;NA;3,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=280831.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=541852.html;Natalia Durán;Espagne;NA;NA;0;-;Espagnol;NA;NA;0;0
Four Points;24 octobre 2022; 1h 24min ;Musical;NA;NA;Pablo Aragüés;NA;NA;NA;NA;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=305991.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=512679.html;NA;Espagne;NA;NA;0;-;Espagnol;NA;0;0;0
Fragile;25 août 2021; 1h 41min ;Comédie;Romance;NA;Emma Benestan;NA;Yasin Houicha;Oulaya Amamra;Raphaël Quenard;3,1;3,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=286635.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=784160.html;Emma Benestan;France;NA;Haut et Court;      ;-;Français;21 310 entrées;0;0;2
France;25 août 2021; 2h 10min ;Comédie;Drame;NA;Bruno Dumont;NA;Léa Seydoux;Benjamin Biolay;Juliane Köhler;3,3;2,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=271291.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=21241.html;Bruno Dumont;France;Allemagne;ARP Sélection;13            ;5,7 M€;Français;137 233 entrées;4;5;3
Free Guy;11 août 2021; 1h 55min ;Action;Aventure;Comédie;Shawn Levy;NA;Ryan Reynolds;Jodie Comer;Lil Rel Howery;3,4;3,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=251824.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=69741.html;Matt Lieberman;U.S.A.;NA;The Walt Disney Company France;2            ;-;Anglais;576 571 entrées;9;5;1
Freaks Out;30 mars 2022; 2h 21min ;Aventure;Drame;Fantastique;Gabriele Mainetti;NA;Claudio Santamaria;Aurora Giovinazzo;Pietro Castellitto;3,6;3,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=264053.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=34576.html;Gabriele Mainetti;Italie;Belgique;Metropolitan FilmExport;3            ;-;Italien, Allemand, Français;35 192 entrées;2;1;NA
Friends and Strangers;10 novembre 2021; 1h 22min ;Comédie;Drame;NA;James Vaughan (II);NA;Emma Diaz;Victoria Maxwell (II);Fergus Wilson;NA;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=289105.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=922560.html;James Vaughan (II);Australie;NA;NA;0;-;Anglais;NA;NA;NA;NA
Friendzone;29 septembre 2021; 1h 28min ;Comédie;Romance;NA;Charles Van Tieghem;NA;Mickael Lumière;Manon Azem;Fadily Camara;NA;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=295778.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=254619.html;NA;France;NA;NA;0;-;Français;NA;0;0;0
Furioza;6 avril 2022; 2h 19min ;Action;Policier;Drame;Cyprian T. Olencki;NA;Mateusz Banasiuk;Weronika Ksiazkiewicz;Mateusz Damiecki;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=296726.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=944788.html;Tomasz Klimala;Pologne;NA;NA;0;-;Polonais;NA;NA;0;NA
Gagarine;23 juin 2021; 1h 38min ;Drame;NA;NA;Fanny Liatard;Jérémy Trouilh;Alséni Bathily;Lyna Khoudri;Jamil McCraven;4,2;3,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=275839.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=805000.html;Fanny Liatard;France;NA;Haut et Court;2         6            ;-;Français;51 482 entrées;1;NA;3
Gaia;13 janvier 2022; 1h 37min ;Drame;Fantastique;Epouvante-horreur;Jaco Bouwer;NA;Monique Rockman;Carel Nel;Alex van Dyk;NA;2,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=291020.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=927987.html;NA;Afrique du Sud;NA;NA;0;-;Anglais, Afrikaans;NA;NA;NA;0
Galatta Kalyanam / Atrangi Re;24 décembre 2021; 2h 30min ;Comédie;Musical;Romance;Aanand L. Rai;NA;Akshay Kumar;V Dhanush;Sara Ali Khan;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=299329.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=847210.html;Aanand L. Rai;Inde;NA;Night ed films;0;-;Tamoul;NA;NA;0;0
Game Changer;7 novembre 2022; Comédie;Comédie;NA;NA;Tiwa Maytaisong;NA;Greg Garcia;NA;NA;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=298533.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=420096.html;NA;Thaïlande;NA;NA;0;-;Thaï;NA;0;0;0
Genocidium;26 octobre 2022; 1h 10min ;Drame;Expérimental;Epouvante-horreur;Alexandre David Lejuez;NA;Eva Langlet;Alexandre David Lejuez;NA;NA;1,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=299236.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=846285.html;Alexandre David Lejuez;France;NA;SOFA VOD;0;-;Français;NA;0;0;0
Geez & Ann;3 septembre 2021; 1h 45min ;Drame;Romance;NA;Rizki Balki;NA;Junior Roberts;Hanggini;Roy Sungkono;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=289713.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=924186.html;Cassandra Massardi;Indonésie;NA;NA;0;-;Indonésien;NA;NA;NA;NA
Ghodwa;19 janvier 2023; 1h 36min ;Drame;NA;NA;Dhaffer L'Abidine;NA;Dhaffer L'Abidine;Ahmed Berrhouma;Najla Ben Abdallah;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=312306.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=404730.html;NA;Tunisie;NA;NA;0;-;Arabe;NA;0;0;NA
Ghost Lab;27 mai 2021; 1h 57min ;Fantastique;Thriller;NA;Paween Purijitpanya;NA;Thanapob Leeratanakajorn;Paris Intarakomalyasut;Nuttanicha Dungwattanawanich;NA;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=292431.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=932036.html;Vasudhorn Piyaromna;Thaïlande;NA;NA;0;-;Thaï;NA;NA;0;NA
Girl Bird;5 mars 2022; 0h 54min ;Drame;NA;NA;François Mouillard;NA;Maxime Godart;Anthony Delclitte;Pauline Carre;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=297429.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=896922.html;François Mouillard;France;NA;NA;0;-;Français;NA;NA;NA;NA
Good On Paper;9 septembre 2021; 1h 32min ;Comédie;Romance;NA;Kimmy Gatewood;NA;Iliza Shlesinger;Ryan Hansen;Margaret Cho;NA;2,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=292444.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=813648.html;Iliza Shlesinger;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Goodbye;16 novembre 2021; 1h 41min ;Drame;Romance;NA;William Nicholson;NA;Annette Bening;Bill Nighy;Josh O'Connor;NA;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=260883.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=18735.html;William Nicholson;Grande-Bretagne;NA;NA;1           ;-;Anglais;NA;7;3;3
Godzilla vs Kong;22 avril 2021; 1h 54min ;Action;Aventure;Science Fiction;Adam Wingard;NA;Alexander Skarsgård;Millie Bobby Brown;Rebecca Hall;2,4;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=240935.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=507140.html;Eric Pearson;U.S.A.;NA;NA;0;-;Anglais;NA;1;3;4
Gold;8 mai 2022; 1h 39min ;Thriller;NA;NA;Anthony Hayes;NA;Zac Efron;Anthony Hayes;Susie Porter;NA;2,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=287757.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=40312.html;Anthony Hayes;Australie;NA;NA;0;-;Anglais;NA;0;2;0
Goliath;9 mars 2022; 2h 02min ;Thriller;NA;NA;Frédéric Tellier;NA;Gilles Lellouche;Pierre Niney;Emmanuelle Bercot;3,6;4,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=281976.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=168822.html;Frédéric Tellier;France;NA;StudioCanal;0;11,2M€;Français;779 470 entrées;1;2;5
Gone;28 novembre 2022; 2h 10min ;Drame;NA;NA;Daniel Ademinokan;NA;Bimbo Ademoye;Gabriel Afolayan;Stella Damasus;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=297739.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=941916.html;NA;Nigéria;NA;NA;0;-;-;NA;NA;NA;NA
Graine de romance;24 juin 2021; 1h 30min ;Comédie;Romance;NA;Robert Lieberman;NA;Erin Cahill;Marcus Rosner;Colleen Wheeler;NA;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=293925.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=60552.html;NA;Canada;NA;NA;0;-;Anglais;NA;1;0;0
Great Freedom;9 février 2022; 1h 56min ;Drame;NA;NA;Sebastian Meise;NA;Franz Rogowski;Georg Friedrich;Anton von Lucke;3,5;4,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=281862.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=537601.html;Thomas Reider;Autriche;Allemagne;Paname Distribution;3         6            ;-;Allemand;19 422 entrées;NA;0;1
Great White;3 juin 2021; 1h 30min ;Epouvante-horreur;Thriller;NA;Martin Wilson;NA;Katrina Bowden;Aaron Jakubenko;Te Kohe Tuhaka;NA;1,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=265088.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=262412.html;Michael Boughen;U.S.A.;NA;Wild Side;0;-;Anglais;NA;NA;0;0
Green Snake;26 novembre 2021; 2h 11min ;Aventure;Animation;Fantastique;Amp Wong;NA;Tianxiang Yang;NA;NA;NA;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=297593.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=886587.html;Damao;Chine;NA;NA;0;-;Chinois;NA;NA;NA;0
Guermantes;29 septembre 2021; 2h 19min ;Comédie;NA;NA;Christophe Honoré;NA;Claude Mathieu;Anne Kessler;Eric Genovese;3,4;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=292563.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=39017.html;Christophe Honoré;France;NA;Memento Distribution;1           ;-;Français;9 539 entrées;53;0;0
