Titre;mois_sortie;annee_sortie;date_sortie;duree_min;genre1;réalisateur_1;actor_1;actor 2;note_spectators;Scer;tiolity 1;nomitions;language;real awards;first actor awards;Second actor awards
On The Line;1;2023;12 janvier 2023;104;Thriller;Romuald Boulanger;Mel Gibson;William Moseley;2,3;Romuald Boulanger;U.S.A.;0;Anglais;0;5;1
Once in the Desert;8;2022;25 août 2022;117;Guerre;Andrey Kravchuk;Sergey Borodinov;Pavel Chiryov;3,1;Arif Aliev;Russie;0;Arabe, Russe;;;
One Cut Two Cut;2;2022;2 février 2022;90;Comédie;Vamsidhar Bhogaraju;Danish Sait;Prakash Belawadi;;;Inde;0;-;;;
One Piece Film - Red;8;2022;10 août 2022;115;Aventure;Goro Taniguchi;Marie Braam;Kaori zuka;2,8;Tsutomu Kuroiwa;Japon;0;Japois;0;;0
One Way;11;2022;10 novembre 2022;95;Action;Andrew Baird;Kevin Bacon;Travis Fimmel;2,3;Ben Conway;U.S.A.;0;Anglais;;2;0
Operation Fortune: Ruse De Guerre;4;2023;7 avril 2023;114;Action;Guy Ritchie;Jason Statham;Aubrey Plaza;2,7;Ivan Atkinson;U.S.A.;0;Anglais;1;1;1
Opération Père Noël;11;2022;23 novembre 2022;43;Aventure;Marc Robinet;;;2,9;Alain Gagnol;France;0;Français;;0;0
Orso;5;2023;10 mai 2023;118;Drame;Bruno Mercier;Anthony Moudir;Juliette Dutent;2,6;Bruno Mercier;France;0;Français;0;;0
Oru Thekkan Thallu Case;10;2022;25 octobre 2022;152;Action;Sreejith N.;Biju Menon;Nimisha Sajayan;;;Inde;0;Autre;;0;
Osez l’inconnu !;2;2023;15 février 2023;35;Animation;;;;;;France;0;Muet, Français;;0;0
Overdose;11;2022;4 novembre 2022;119;Action;Olivier Marchal;Sofia Essaïdi;Assaad Bouab;2,4;Olivier Marchal;France;0;Français;3;0;0
Pacifiction - Tourment sur les îles;11;2022;9 novembre 2022;165;Drame;Albert Serra;Benoît Magimel;Pahoa Mahagafau;2,7;Albert Serra;France;515;Français;2;2;
Padavettu;12;2022;3 décembre 2022;;Drame;;;;;;Inde;0;-;;0;0
Pakka Commercial;11;2022;28 novembre 2022;;Comédie;;Rashi Khan;Sathyaraj;;;Inde;0;-;;0;0
Palava;2;2023;17 février 2023;107;Comédie;Niyi Akinmolayan;Richard Mofe-Damijo;Bisola Ayieola;;;Nigéria;0;Anglais;;0;
Palm Trees and Power Lines;4;2023;26 avril 2023;110;Drame;Jamie Dack;Lily McInerny;Gretchen Mol;3,4;Jamie Dack;U.S.A.;14;Anglais;;;1
Pama;3;2023;30 mars 2023;95;Action;Mark Neveldine;Cole Hauser;Mel Gibson;1,7;Daniel Adams;U.S.A.;0;Anglais;1;0;5
Par-delà l'univers;10;2022;27 octobre 2022;126;Drame;Diego Freitas;Giulia Be;Henry Zaga;3,3;Diego Freitas;Brésil;0;Portugais;;;0
Paradise City;4;2023;5 avril 2023;92;Action;Chuck Russell;Bruce Willis;John Travolta;1,7;Corey Large;Cada;0;Anglais;1;1;4
Parde Mein Rehne Do;5;2022;4 mai 2022;97;Comédie;;Ali Rehman Khan;;3,2;;Pakistan;0;Urdu;;0;0
Parée pour percer;2;2023;11 février 2023;116;Comédie;Saa Lathan;Jamila C. Gray;Method Man;2,5;Kay Oyegun;U.S.A.;0;Anglais;0;;0
Partners in Crime;3;2023;26 mars 2023;109;Comédie;Cathy Garcia-Moli;Vice Ganda;Rez Cortez;;;Philippines;0;Filipino;0;0;0
Pas moyen de s'entendre !;9;2022;1 septembre 2022;110;Comédie;Roberto Santucci;Leandro Hassum;Maurício Manfrini;2;Paulo Cursino;Brésil;0;Portugais;;0;
Pas trop tôt;3;2023;16 mars 2023;109;Comédie dramatique;Alessandro Arodio;Edoardo Leo;Barbara Ronchi;2,9;Alessandro Arodio;Italie;0;Italien;0;0;0
Pattathu Arasan;11;2022;25 novembre 2022;150;Action;A. Sarkum;Atharvaa Murali;Rajkiran;3;A. Sarkum;Inde;0;Tamoul;0;;0
Pavarotti in Hyde Park;11;2019;27 novembre 2019;;Divers;;;;;;;0;-;;0;0
Pawankhind;3;2022;19 mars 2022;153;Action;;Chinmay Mandlekar;Sameer Dharmadhikari;2,6;;Inde;0;-;;;0
Père Stu : un héros pas comme les autres;8;2022;29 août 2022;124;Biopic;Rosalind Ross;Mark Wahlberg;Mel Gibson;3,6;Rosalind Ross;U.S.A.;1;Anglais;0;11;5
Persuasion;7;2022;15 juillet 2022;107;Drame;Carrie Cracknell;Dakota Johnson;Cosmo Jarvis;2,2;Ron Bass;U.S.A.;0;Anglais;;2;0
Petaouchnok;11;2022;9 novembre 2022;96;Comédie;Edouard Deluc;Pio Marmaï;Philippe Rebbot;2,2;Edouard Deluc;France;2;Français;1;1;5
"Peter Doherty et Frédéric Lo : ""The Fantasy Life of Poetry and Crime""";5;2022;6 mai 2022;60;Concert;Thierry Villeneuve;Pete Doherty;Frédéric Lo;;;France;0;Anglais;0;0;
Peter von Kant;7;2022;6 juillet 2022;86;Comédie;François Ozon;Denis Ménochet;Isabelle Adjani;2,8;François Ozon;France;4;Français;7;1;11
Petit Mal;5;2023;18 mai 2023;89;Comédie dramatique;Ruth Caudeli;Silvia Varón;Ruth Caudeli;2,5;Ruth Caudeli;Colombie;0;Espagnol;;;
Petite Fleur;6;2022;8 juin 2022;98;Comédie;Santiago Mitre;Melvil Poupaud;Daniel Hendler;2,6;Santiago Mitre;France;0;Français;3;7;2
Petite leçon d’amour;5;2022;4 mai 2022;87;Comédie;Eve Deboise;Laetitia Dosch;Pierre Deladonchamps;2,7;Eve Deboise;France;0;Français;2;1;2
Petites;2;2023;22 février 2023;90;Drame;Julie Lerat-Gersant;Pili Groyne;Romane Bohringer;3,9;Julie Lerat-Gersant;France;0;Français;;0;1
Pilote;5;2022;10 mai 2022;74;Thriller;Paul Doucet (II);Hugo Becker;Grégory Fitoussi;2,2;Paul Doucet (II);France;0;Français;;0;1
Pinocchio;9;2022;8 septembre 2022;111;Aventure;Robert Zemeckis;Tom Hanks;Benjamin Evan Ainsworth;2;Robert Zemeckis;U.S.A.;15;Anglais;2;10;
Pinocchio par Guillermo del Toro;12;2022;9 décembre 2022;117;Animation;Guillermo del Toro;Gregory Mann;David Bradley (IV);4,1;Guillermo del Toro;U.S.A.;34;Anglais;12;;1
Pipa;7;2022;27 juillet 2022;115;Policier;Alejandro Montiel;Luisa Lopilato;Pauli García;1,7;Alejandro Montiel;Barbade;0;Espagnol;;0;1
Plan 75;9;2022;7 septembre 2022;112;Drame;Chie Hayakawa;Chieko Baishô;Hayato Isomura;3,5;Chie Hayakawa;Japon;17;Japois;1;0;
Plan A Plan B;9;2022;30 septembre 2022;105;Comédie;Shashanka Ghosh;Riteish Deshmukh;Tamanah Bhatia;2,9;Rajat Arora;Inde;0;Hindi;0;0;0
Plancha;10;2022;26 octobre 2022;98;Comédie;Eric Lavaine;Lambert Wilson;Franck Dubosc;2,4;Eric Lavaine;France;0;Français;6;1;4
Please Baby Please;3;2023;31 mars 2023;95;Romance;Amanda Kramer;Andrea Riseborough;Harry Melling;2,7;Amanda Kramer;U.S.A.;0;Anglais;;1;0
Plus que jamais;11;2022;16 novembre 2022;123;Drame;Emily Atef;Vicky Krieps;Gaspard Ulliel;3,6;Emily Atef;France;6;Français, Anglais, Norvégien;1;1;4
Poikkal Kudhirai;8;2022;5 août 2022;150;Action;Santhosh P. Jayakumar;Prabhu Deva;Prakash Raj;3;Santhosh P. Jayakumar;Inde;0;Tamoul;;0;0
Pokémon : Les chroniques d'Arceus;9;2022;23 septembre 2022;61;Action;;;;3,4;;Japon;0;Japois;;0;0
Poker Face;4;2023;1 avril 2023;94;Thriller;Russell Crowe;Russell Crowe;Elsa Pataky;1,8;Stephen M. Coates;U.S.A.;0;Anglais;5;5;1
Pompon Ours;1;2023;25 janvier 2023;35;Animation;Matthieu Gaillard;;;2,8;;France;0;Français;;0;0
Ponniyin Selvan - part 1;9;2022;30 septembre 2022;167;Action;Mani Ratm;Vikram;Karthi;3,6;Mani Ratm;Inde;0;Hindi;1;0;0
Possessed;3;2023;17 mars 2023;94;Action;James Lee;Alif Satar;Ikmal Amry;2,9;;Malaisie;0;Malais;;;
Pour le meilleur et pour de faux;10;2022;13 octobre 2022;107;Comédie;Cris D'Amato;Caio Castro;Danielle Winits;2,3;Luan Guimarães;Brésil;0;Portugais;0;;0
Pour toi;7;2022;11 juillet 2022;90;Comédie;Barbara Ott;Caro Cult;Ni Gummich;2,4;Stefanie Ren;Allemagne;0;Allemand;0;;0
Presque;1;2022;26 janvier 2022;92;Comédie;Berrd Campan;Berrd Campan;Alexandre Jollien;4,1;Hélène Grémillon;France;1;Français;1;1;
Prey;8;2022;5 août 2022;99;Action;Dan Trachtenberg;Amber Midthunder;Dakota Beavers;3,5;Patrick Aison;U.S.A.;0;Anglais;1;0;
Prince;10;2022;21 octobre 2022;143;Comédie;Anudeep K V;Sivakarthikeyan;Maria Ryaboshapka;2,9;Anudeep K V;Inde;0;Tamoul;;0;
Prison 77;5;2023;25 mai 2023;125;Drame;Alberto Rodriguez;Miguel Herrán;Javier Gutiérrez;3,3;Alberto Rodriguez;Espagne;0;Espagnol;7;1;2
Prisonnières du Désert;8;2022;31 août 2022;96;Drame;Chris Cullari;Malin Åkerman;Lorenza Izzo;2,3;Chris Cullari;U.S.A.;0;Anglais;0;0;0
Prithviraj;6;2022;3 juin 2022;150;Action;Chandra Prakash Dwivedi;Akshay Kumar;Sanjay Dutt;3;Chandra Prakash Dwivedi;Inde;0;Hindi;;0;0
Project Gemini;2;2022;23 février 2022;98;Science Fiction;;;;1,3;;Russie;0;Russe;;0;0
Projet Wolf Hunting;2;2023;15 février 2023;121;Action;Hong-seon Kim;Seo In-guk;Dong-Yoon Jang;2,8;Hong-seon Kim;Corée du Sud;1;Coréen;;;
Prowl;4;2021;30 avril 2021;;Thriller;;;;;;U.S.A.;0;Anglais;;0;0
Psy Summer Swag 2022;5;2023;3 mai 2023;86;Concert;;;;;;Corée du Sud;0;Coréen;;0;0
Pulse;2;2023;22 février 2023;103;Drame;Aino Suni;Elsi Sloan;Carmen Kassovitz;2,5;Aino Suni;France;0;Anglais;;;0
Qala;12;2022;1 décembre 2022;119;Drame;Anvita Dutt;Tripti Dimri;Babil Khan;3,3;Anvita Dutt;Inde;0;Hindi;;;
Qodrat;3;2023;15 mars 2023;102;Epouvante-horreur;Charles Gozali;Vino G. Bastian;Marsha Timothy;;;Indonésie;0;Indonésien;;;0
Qorin;4;2023;14 avril 2023;109;Epouvante-horreur;Ginti Ro;Zulfa Maharani;Omar Daniel;2,5;;Indonésie;0;Indonésien;;;
Quartiers de noblesse;11;2015;5 novembre 2015;90;Comédie;Theodore Boborol;;;3,1;;Philippines;0;Filipino, Anglais;;0;0
Quasi;4;2023;20 avril 2023;100;Comédie;Kevin Heffern;Brian Cox;Steve Lemme;1,8;Jay Chandrasekhar;U.S.A.;0;Anglais;0;1;0
Quatorze jours;3;2023;24 mars 2023;100;Drame;Ivan Cotroneo;Carlotta toli;Thomas Trabacchi;2,7;Ivan Cotroneo;Italie;0;Italien;2;0;0
Quatre moitiés;1;2022;5 janvier 2022;90;Comédie;Alessio Maria Federici;Ilenia Pastorelli;Matilde Gioli;2,8;Martino Coli;Italie;0;Italien;0;1;0
Quitte pour la peur;1;2023;25 janvier 2023;62;Comédie dramatique;Bruno François-Boucher;Ségolène Point;Eric Beslay;3,1;Bruno François-Boucher;France;0;Français;0;0;
R.M.N.;10;2022;19 octobre 2022;125;Drame;Cristian Mungiu;Marin Grigore;Judith State;3,8;Cristian Mungiu;Roumanie;8;Roumain, Hongrois, Allemand, Anglais, Français;6;0;0
Rabbids Invasion Special: Mission To Mars;2;2022;18 février 2022;70;Animation;Franz Kirchner;Damien Laquet;;3,2;;U.S.A.;0;Anglais;;0;0
Rabiye Kurz contre George W. Bush;12;2022;21 décembre 2022;119;Biopic;Andreas Dresen;Meltem Kaptan;Alexander Scheer;2,8;Laila Stieler;Allemagne;28;Allemand;5;;0
Radio Metronom;1;2023;4 janvier 2023;102;Drame;Alexandru Belc;Mara Bugarin;Şerban Lazarovici;3,1;Alexandru Belc;Roumanie;17;Roumain;0;;
Rainbow;9;2022;30 septembre 2022;117;Comédie;Paco León;Ester Expósito;Rossy de Palma;2,3;Paco León;Espagne;0;Espagnol;1;0;1
Raksha Bandhan;8;2022;11 août 2022;150;Comédie;Aand Rai;Akshay Kumar;Bhumi Pednekar;2,6;Himanshu Sharma;Inde;0;Hindi;0;0;
Ram Setu;10;2022;26 octobre 2022;143;Action;Abhishek Sharma;Akshay Kumar;Jacqueline Ferndez;2,6;Abhishek Sharma;Inde;0;Hindi;0;0;0
Ramo fait son cinéma;5;2023;17 mai 2023;80;Comédie;Andrea Bagney;Lourdes Hernández;Bruno Lastra;2,9;Andrea Bagney;Espagne;0;Espagnol;;;0
Ranga Ranga Vaibhavanga;11;2022;12 novembre 2022;150;Comédie dramatique;Gireesaya;Panja Vaisshv Tej;Ketika Sharma;;;Inde;0;Autre;;;
Rashtra Kavach OM;7;2022;6 juillet 2022;135;Action;Kapil Verma;Aditya Roy Kapoor;Sanja Sanghi;;Raj Saluja;Inde;0;Tamoul;;0;
Ray Donovan Le film;1;2022;19 janvier 2022;90;Policier;David Hollander;Liev Schreiber;Eddie Marsan;2,9;David Hollander;U.S.A.;1;Anglais;0;10;1
Raymond & Ray;10;2022;21 octobre 2022;100;Drame;Rodrigo García;Ewan McGregor;Ethan Hawke;2,7;Rodrigo García;U.S.A.;0;Anglais;2;4;11
Rebel;8;2022;31 août 2022;135;Action;Adil El Arbi;Aboubakr Bensaihi;Lub Azabal;3,9;Adil El Arbi;Belgique;1;Français, Arabe, Anglais, Néerlandais;0;;2
Rebelles;7;2022;11 juillet 2022;97;Action;Eamon O'Rourke;Kiersey Clemons;Vanessa Hudgens;1,7;Eamon O'Rourke;U.S.A.;0;Anglais;0;0;3
Rejoins-moi pour Noël;11;2022;15 novembre 2022;90;Romance;Meeshelle Neal;Corey Sevier;Emily Alatalo;3,3;Erica Deutschman;U.S.A.;0;Anglais;;0;0
Rendez-vous au mariage !;2;2023;15 février 2023;83;Romance;Samantha Wan;talie Hall;Corey Sevier;3;J.B. White;U.S.A.;0;Anglais;;0;0
Rendez-vous avec le crime;12;2022;20 décembre 2022;90;Policier;Méliane Marcaggi;Arié Elmaleh;Sophie de Fürst;2,9;Laurent Burtin;France;0;Français;1;2;0
Reste la vie;3;2022;21 mars 2022;104;Drame;Ketche;Aslı Enver;Kaan Urgancıoğlu;3,4;Hakan Bonomo;Turquie;0;Turc;;0;0
Reste un peu;11;2022;16 novembre 2022;93;Comédie;Gad Elmaleh;Gad Elmaleh;Régine Elmaleh;3,3;Gad Elmaleh;France;1;Français;1;1;
Resurrection;11;2022;21 novembre 2022;103;Policier;Andrew Semans;Rebecca Hall;Tim Roth;1,9;Andrew Semans;U.S.A.;0;Anglais;0;3;1
Retour à Séoul;1;2023;25 janvier 2023;119;Drame;Davy Chou;Park Ji-min (II);Oh Kwang-rok;3,3;Davy Chou;France;7;Coréen, Français, Anglais;2;;0
Rétrospective Emmanuel Marre;7;2022;6 juillet 2022;70;Comédie;Emmanuel Marre;;;;;France;0;Français;2;0;0
Revoir Paris;9;2022;7 septembre 2022;105;Drame;Alice Winocour;Virginie Efira;Benoît Magimel;4;Alice Winocour;France;13;Français, Anglais;3;2;2
Rien n'est impossible;7;2022;22 juillet 2022;96;Comédie;Billy Porter;Eva Reign;Abubakr Ali;2,2;Xime García Lecuo;U.S.A.;0;Anglais;1;;0
Rifkin's Festival;7;2022;13 juillet 2022;92;Comédie;Woody Allen;Wallace Shawn;Ele Aya;2,7;Woody Allen;U.S.A.;0;Anglais, Espagnol;23;0;1
Rimini;11;2022;23 novembre 2022;114;Comédie;Ulrich Seidl;Michael Thomas;Tessa Göttlicher;3,2;Ulrich Seidl;Autriche;9;Allemand;2;0;
Rise : la véritable histoire des Antetokounmpo;6;2022;24 juin 2022;113;Biopic;Akin Omotoso;Dayo Okeniyi;Yetide Badaki;3,6;Arash Amel;U.S.A.;0;Anglais;0;0;0
Rocketry: The mbi Effect;7;2022;1 juillet 2022;155;Drame;R. Madhavan;R. Madhavan;Simran;3,3;R. Madhavan;Inde;0;Hindi;0;0;
Rodéo;9;2022;7 septembre 2022;105;Drame;Lola Quivoron;Julie Ledru;Yanis Lafki;1,8;Lola Quivoron;France;37;Français;;;
Rogue Agent;3;2023;18 mars 2023;116;Thriller;Declan Lawn;James Norton;Gemma Arterton;3,3;Michael Bronner;Grande-Bretagne;0;Anglais;;0;1
Romance avec une star;9;2022;23 septembre 2022;86;Comédie;David I. Strasser;talie Dreyfuss;Matt Hamilton;3,4;;Cada;0;Anglais;0;0;0
Rosaline;10;2022;14 octobre 2022;97;Comédie;Karen Maine;Kaitlyn Dever;Isabela Merced;2,8;Scott Neustadter;U.S.A.;0;Anglais;0;2;0
Route 10;10;2022;31 octobre 2022;82;Action;Omar im;Baraa Alem;Fatima Al-Bawi;3;;Arabie Saoudite;0;Arabe;5;;
Royal Opera House : La Bohème;10;2022;20 octobre 2022;180;Opéra;Kevin John Edusei;Ailyn Pérez;Juan Diego Florez;3;;Grande-Bretagne;0;Italien;;;0
Royalteen : L'héritier;8;2022;17 août 2022;108;Drame;Per-Olav Sørensen;Ines Høysæter Asserson;Veslemøy Mørkrid;2,5;Per-Olav Sørensen;Norvège;0;Norvégien;0;;
RRR;3;2022;25 mars 2022;187;Action;S.S. Rajamouli;N. T. Rama Rao Jr.;Ram Charan;4;S.S. Rajamouli;Inde;21;Anglais, Hindi;0;;
Rubikon;3;2023;17 mars 2023;109;Science Fiction;Magdale Lauritsch;Julia Franz Richter;George Blagden;2,1;Magdale Lauritsch;Autriche;0;Anglais;;;0
Rumspringa;4;2022;29 avril 2022;101;Comédie;Mira Thiel;Timur Bartels;Jos Holdenrieder;2,6;Mira Thiel;Allemagne;0;Allemand;;0;0
Run Sweetheart Run;10;2022;28 octobre 2022;104;Epouvante-horreur;Sha Feste;Ella Balinska;Pilou Asbæk;1,9;Sha Feste;U.S.A.;0;Anglais;0;;0
Runway 34;4;2022;29 avril 2022;150;Drame;Ajay Devgan;Amitabh Bachchan;Rakul Preet Singh;3;Aamil Keeyan Khan;Inde;0;Hindi;0;0;0
Sachertorte;11;2022;18 novembre 2022;112;Comédie;;Max Hubacher;Krista Stadler;;;Allemagne;0;Allemand;;0;0
Sacrifice;9;2022;30 septembre 2022;99;Epouvante-horreur;Nico van den Brink;Sallie Harmsen;Anneke Blok;2,3;Nico van den Brink;Pays-Bas;0;Néerlandais, Anglais;;0;0
Safari;4;2023;4 avril 2023;;Aventure;Bill Afwani;Zeib Ali;Victor Fadhili;;Njue Kevin;Kenya;0;Swahili;;;
Sages-femmes;4;2023;14 avril 2023;90;Drame;Léa Fehner;Héloïse Janjaud;Khadija Kouyaté;4;Léa Fehner;France;1;Français;2;;
Saint Omer;11;2022;23 novembre 2022;123;Drame;Alice Diop;Kayije Kagame;Guslagie Malanda;2,8;Alice Diop;France;210;Français;2;;0
Saakini Daakini;11;2022;24 novembre 2022;118;Action;Sudheer Varma;Regi Cassandra;Nivetha Thomas;;Akshay Poolla;Inde;0;Autre;;0;
Samouraï Academy;10;2022;12 octobre 2022;97;Animation;Rob Minkoff;Thierry Desroses;Samuel L. Jackson;3,1;Ed Stone;U.S.A.;0;Autre;1;0;4
Sans filtre;9;2022;28 septembre 2022;149;Comédie;Ruben Östlund;Harris Dickinson;Charlbi Dean Kriek;3,8;Ruben Östlund;Suède;216;Anglais;3;0;
Sans issue;2;2022;25 février 2022;95;Epouvante-horreur;Damien Power;Hava Rose Liu;Danny Ramirez;2,4;Andrew Barrer;U.S.A.;0;Anglais;0;;0
Sans Peur;11;2022;9 novembre 2022;106;Drame;Emmanuel Saez;Adrien Stoclet;Vincent Andres;2;Emmanuel Saez;France;0;Français, Serbe, Turc, Albanian;0;;0
Sardar;10;2022;21 octobre 2022;150;Action;P.S. Mithran;Karthi;Rashi Khan;3,1;;Inde;0;Tamoul;;0;0
Sarkaru Vaari Paata;5;2022;12 mai 2022;150;Action;Parasuram;Mahesh Babu;Keerthy Suresh;3,1;;Inde;0;Autre;0;0;0
Satria Dewa: Gatotkaca;11;2022;28 novembre 2022;129;Action;Hanung Bramantyo;Rizky zar;Yasmin pper;;Hanung Bramantyo;Indonésie;0;Indonésien;;;
Saturday Night;11;2022;11 novembre 2022;150;Bollywood;Roshan Andrews;Nivin Pauly;Siju Wilson;;;Inde;0;Tamoul;0;;
Saunkan Saunkne;5;2022;13 mai 2022;150;Comédie;Amarjit Singh;Ammy Virk;Sargun Mehta;;Amberdeep Singh;Inde;0;Autre;;0;0
Sauvée par Amour;1;2023;3 janvier 2023;134;Drame;D.J. Caruso;Abigail Cowen;Tom Lewis (V);3,5;Francine Rivers;U.S.A.;0;Anglais;0;0;
Savage Salvation;4;2023;11 avril 2023;103;Action;Randall Emmett;Robert De Niro;Willa Fitzgerald;2,4;Adam Taylor Barker;U.S.A.;0;Anglais;0;6;0
Scream;1;2022;12 janvier 2022;115;Epouvante-horreur;Matt Bettinelli-Olpin;Neve Campbell;Courteney Cox;2,7;James Vanderbilt;U.S.A.;0;Anglais;1;0;2
Scrooge, Un (mé)chant de Noël;12;2022;2 décembre 2022;96;Aventure;Stephen Donnelly;Jessie Buckley;Luke Evans;3;Stephen Donnelly;Grande-Bretagne;0;Anglais;;2;0
Section 8;2;2023;8 février 2023;;Action;Christian Sesma;Scott Adkins;Dermot Mulroney;2,5;Chad Law;U.S.A.;0;Anglais;0;0;0
Senior Year;5;2022;13 mai 2022;111;Comédie;Alex Hardcastle;Rebel Wilson;Alicia Silverstone;2,2;Brandon Scott Jones;U.S.A.;0;Anglais;0;2;1
Senteurs d'amour;11;2022;4 novembre 2022;83;Romance;Keegan Connor Tracy;Rebecca Olson;Marshall Williams (II);;;Cada;0;Anglais;0;0;0
Seoul Vibe;8;2022;26 août 2022;138;Action;Hyun-Sung Moon;Ah-In Yoo;Kyung-Pyo Go;2,2;Shin Sua;Corée du Sud;0;Coréen;0;0;0
Seule : les dossiers Silvercloud;3;2023;8 mars 2023;90;Espionge;Jérôme Dassier;Asia Argento;Jeanne Balibar;3,2;Jérôme Dassier;France;0;Français;0;7;1
Sex Nerd;4;2022;8 avril 2022;90;Comédie;Talia Osteen;Mika Abdalla;Jake Short;2,3;Tate Hanyok;U.S.A.;0;Anglais;;;0
Shabaash Mithu;10;2022;25 octobre 2022;156;Biopic;Srijit Mukherji;Tapsee Pannu;Vijay Raaz;;;Inde;0;Hindi;0;0;0
Shadow Master;2;2023;16 février 2023;90;Action;Pearry Regild Teo;D.Y. Sao;Layton Matthews;1,9;Pearry Regild Teo;U.S.A.;0;Anglais;0;;0
Shamshera;7;2022;22 juillet 2022;150;Action;Karan Malhotra;Ranbir Kapoor;Vaani Kapoor;3,1;Karan Malhotra;Inde;0;Hindi;0;1;0
Shaan;5;2022;27 mai 2022;140;Action;M Raahim;Siam Ahmed;Puja Cherry Roy;2,2;;Inde;0;Autre;;;
Shareek 2;7;2022;8 juillet 2022;125;Action;vaniat Singh;Jimmy Sheirgill;Dev Kharoud;;;Inde;0;Autre;;;
Shark Bay;7;2022;7 juillet 2022;96;Action;James Nunn;Holly Earl;Jack Trueman;1,8;Nick Saltrese;Grande-Bretagne;0;Anglais;0;0;
Sharmaji mkeen;3;2022;30 mars 2022;119;Comédie;Hitesh Bhatia;Rishi Kapoor;Juhi Chawla;;;Inde;0;Hindi;;0;0
Sharp Stick;3;2023;6 mars 2023;86;Comédie;Le Dunham;Kristine Frøseth;Jon Bernthal;2,2;Le Dunham;U.S.A.;0;Anglais;3;0;0
She Said;11;2022;23 novembre 2022;129;Biopic;Maria Schrader;Carey Mulligan;Zoe Kazan;3,8;Rebecca Lenkiewicz;U.S.A.;3;Anglais;1;1;2
Sher Bagga;6;2022;24 juin 2022;150;Comédie;Jagdeep Sidhu;Ammy Virk;Som Bajwa;3;Jagdeep Sidhu;Inde;0;Autre;;0;0
Shotgun Wedding;1;2023;27 janvier 2023;101;Action;Jason Moore;Jennifer Lopez;Josh Duhamel;2;Mark Hammer;U.S.A.;0;Anglais;0;10;3
Showing Up;5;2023;3 mai 2023;108;Comédie;Kelly Reichardt;Michelle Williams;Hong Chau;3;Kelly Reichardt;U.S.A.;7;Anglais;2;5;2
Shut In;11;2022;23 novembre 2022;93;Drame;D.J. Caruso;Rainey Qualley;Jake Horowitz;1,7;Melanie Toast;U.S.A.;0;Anglais;0;0;
Si saben como me pongo 2;10;2022;25 octobre 2022;85;Comédie;Ferndo Ayllón;Joavany Alvarez;Xile Aycardi;;Ferndo Ayllón;Colombie;0;Espagnol;0;0;
Si tu me venges…;9;2022;16 septembre 2022;118;Comédie;Jennifer Kaytin Robinson;Camila Mendes;Maya Hawke (II);2,5;Celeste Ballard;U.S.A.;0;Anglais;0;0;0
Silverton Siege;4;2022;27 avril 2022;100;Action;Mandla Dube;Arnold Vosloo;Sarah Kozlowski;3,2;Sabelo Mgidi;Afrique du Sud;0;Anglais;0;0;
Simone, le voyage du siècle;10;2022;12 octobre 2022;140;Biopic;Olivier Dahan;Elsa Zylberstein;Rebecca Marder;4,1;Olivier Dahan;France;21;Français;2;4;1
Sim;9;2022;16 septembre 2022;150;Action;Kumaravelan;Arun Vijay;Palak Lalwani;2,9;;Inde;0;Tamoul;;0;
Sissy;3;2023;8 mars 2023;102;Epouvante-horreur;Hanh Barlow;Aisha Dee;Hanh Barlow;2,7;Hanh Barlow;Australie;0;Anglais;;0;
Sita Ramam;8;2022;5 août 2022;150;Drame;Hanu Raghavapudi;Dulquer Salmaan;Mrul Thakur;3,3;Hanu Raghavapudi;Inde;0;Tamoul;;0;0
Slayers;1;2023;4 janvier 2023;98;Action;K. Asher Levin;Thomas Jane;Kara Hayward;1,4;K. Asher Levin;U.S.A.;0;Anglais;0;3;0
Smile;9;2022;28 septembre 2022;115;Epouvante-horreur;Parker Finn;Sosie Bacon;Jessie T. Usher;3,1;Parker Finn;U.S.A.;0;Anglais;;0;0
Smile or Hug;5;2023;4 mai 2023;77;Comédie;Paul Sprangers;Chelsea Javier;Danny Trejo;;Paul Sprangers;U.S.A.;0;Anglais;;;0
Sneakerella;5;2022;13 mai 2022;112;Fantastique;Elizabeth Allen Rosenbaum;Lexi Underwood;Kolton Stewart;2,6;David Light;U.S.A.;0;Anglais;0;0;0
Sniper : Le Corbeau Blanc;5;2023;3 mai 2023;112;Action;Marian Bushan;Pavlo Aldoshyn;Mary Koshki;2,5;Marian Bushan;Ukraine;0;ukrainien;;;
Sniper: Rogue Mission;8;2022;16 août 2022;96;Action;Oliver Thompson;Chad Michael Collins;Ryan Robbins;2,2;Oliver Thompson;U.S.A.;0;Anglais;;0;1
Sodium Day;1;2023;6 janvier 2023;100;Comédie;Riaz Solker;Lucian Jody Daniels;Marvin Safoor;;;Afrique du Sud;0;Afrikaans, Dialecte africain, Anglais;0;;
