Titre;date_sortie;duree;genre1;genre2;genre3;réalisateur_1;réalisateur_2;actor_1;actor 2;actor 3;note_presse;note spectators;link;link realisator;Scenar;nationality 1;nationality 2;distributor;nominations;budget;language;box-office;real awards;first actor awards;Second actor awards
Hiroshima;28 avril 2021; 1h 44min ;Drame;Guerre;NA;Hideo Sekigawa;NA;Takashi Kanda;Masao Mishima;Eiji Okada;NA;3,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=56639.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=96834.html;Yasutaro Yagi;Japon;NA;NA;0;-;Japonais;NA;0;0;0
Hiroshima, mon amour;10 juin 1959; 1h 28min ;Drame;NA;NA;Alain Resnais;NA;Bernard Fresson;Stella Dassas;Pierre Barbaud;5,0;3,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=3651.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=324.html;Marguerite Duras;Japon;France;Tamasa Distribution;4            ;-;Français, Anglais, Japonais;NA;17;2;0
Hirschen;21 décembre 2021; 2h 05min ;Comédie;NA;NA;George Inci;NA;George Inci;NA;NA;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=232334.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=229049.html;George Inci;Autriche;Allemagne;NA;0;-;Allemand;NA;0;0;0
Hirune Hime, Rêves éveillés;12 juillet 2017; 1h 51min ;Animation;Drame;Fantastique;Kenji Kamiyama;NA;Mitsuki Takahata;Yôsuke Eguchi;Shinnosuke Mitsushima;3,0;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=255025.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=68583.html;Kenji Kamiyama;Japon;NA;Eurozoom;1           ;-;Japonais;15 188 entrées;1;NA;0
His House;30 octobre 2020; 1h 33min ;Drame;Epouvante-horreur;Thriller;Remi Weekes;NA;Wunmi Mosaku;Sope Dirisu;Matt Smith (XI);3,8;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=281265.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=898839.html;Remi Weekes;Grande-Bretagne;NA;NA;1         2            ;-;Anglais;NA;NA;1;1
Hisss;18 septembre 2012; 1h 38min ;Comédie dramatique;Epouvante-horreur;Thriller;Jennifer Lynch;NA;Mallika Sherawat;Irrfan Khan;Jeff Doucette;NA;1,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=137224.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=47710.html;Jennifer Lynch;Inde;U.S.A.;NA;1           ;-;Hindi, Anglais;NA;1;0;0
Histoire à contretemps;24 octobre 2022; 1h 31min ;Comédie;Romance;NA;Dominik Matwiejczyk;NA;Mateusz Damiecki;Kamilla Baar;Lucyna Piwowarska-Dmytrów;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=295574.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=547771.html;NA;Pologne;NA;NA;0;-;Polonais;NA;0;0;0
Histoire d'aimer;6 avril 1977; 1h 40min ;Comédie;Policier;Drame;Marcello Fondato;NA;Claudia Cardinale;Vittorio Gassman;Renato Pozzetto;NA;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=49739.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=57004.html;Marcello Fondato;Italie;NA;NA;0;-;Italien;NA;0;4;2
Independencia;21 avril 2010; 1h 17min ;Drame;NA;NA;Raya Martin;NA;Tetchie Agbayani;Sid Lucero;Alessandra da Rossi;3,6;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=139182.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=196811.html;Raya Martin;Philippines;Allemagne;Shellac;3            ;-;Filipino;486 entrées;5;0;0
Indésirables;18 mars 2015; 1h 36min ;Drame;NA;NA;Philippe Barassat;NA;Jérémie Elkaïm;Béatrice de Staël;Bastien Bouillon;2,7;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=231135.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=13627.html;Philippe Barassat;France;NA;Zelig Films Distribution;0;-;Français;1 639 entrées;0;2;0
India Song;4 juin 1975; 2h 00min ;Drame;Romance;NA;Marguerite Duras;NA;Delphine Seyrig;Michael Lonsdale;Mathieu Carrière;NA;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=215.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=663.html;Marguerite Duras;France;NA;Tamasa Distribution;3            ;-;Français;NA;5;1;2
India's Most Wanted;17 mai 2019; 2h 30min ;Action;Policier;NA;Raj Kumar Gupta;NA;Arjun Kapoor;Rajesh Sharma;Prashanth;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=270471.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=463406.html;Raj Kumar Gupta;Inde;NA;Night ed films;0;-;Hindi;113 entrées;0;0;0
Indian Palace;9 mai 2012; 2h 05min ;Comédie dramatique;NA;NA;John Madden;NA;Judi Dench;Tom Wilkinson;Maggie Smith;3,1;3,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=186338.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=19374.html;Ol Parker;Grande-Bretagne;NA;Twentieth Century Fox France;7            ;-;Anglais;289 530 entrées;1;11;3
Indian Palace - Suite royale;1 avril 2015; 2h 03min ;Comédie;Drame;NA;John Madden;NA;Judi Dench;Maggie Smith;Bill Nighy;3,1;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=214989.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=19374.html;Ol Parker;Grande-Bretagne;U.S.A.;Twentieth Century Fox France;0;-;Anglais;150 702 entrées;1;11;13
Indiana Jones et la Dernière Croisade;18 octobre 1989; 2h 07min ;Action;Aventure;NA;Steven Spielberg;NA;Harrison Ford;Sean Connery;Denholm Elliott;4,4;4,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=5032.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=471.html;George Lucas;U.S.A.;NA;United International Pictures (UIP);1         8            ;48 000 000 $;Anglais;NA;12;3;5
Indiana Jones et le Royaume du Crâne de Cristal;21 mai 2008; 2h 03min ;Action;Aventure;NA;Steven Spielberg;NA;Harrison Ford;Shia LaBeouf;Karen Allen;3,0;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=45890.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=471.html;David Koepp;U.S.A.;NA;Paramount Pictures France;1         7            ;125 000 000 $;Anglais;4 193 192 entrées;12;3;3
Indiana Jones et le Temple maudit;12 septembre 1984; 1h 58min ;Action;Aventure;NA;Steven Spielberg;NA;Harrison Ford;Kate Capshaw;Ke Huy Quan;NA;4,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=638.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=471.html;Willard Huyck;U.S.A.;NA;CIC;2         5            ;$ 28 000 000;Anglais;NA;12;3;0
Indictment : The McMartin Trial;16 avril 2023; 2h 15min ;Drame;Thriller;NA;Mick Jackson;NA;James Woods;Mercedes Ruehl;Lolita Davidovich;NA;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=211769.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=13792.html;Abby Mann;U.S.A.;NA;NA;0;-;Anglais;NA;1;9;2
Indigène d'Eurasie;8 décembre 2010; 1h 50min ;Drame;NA;NA;Sharunas Bartas;NA;Sharunas Bartas;Erwan Ribard;Klavdiya Korshunova;2,9;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=179784.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=13742.html;Sharunas Bartas;France;Russie;Le Pacte;3            ;-;Français, Lituanien, Russe;644 entrées;17;17;0
Indigènes;27 septembre 2006; 2h 08min ;Drame;Historique;Guerre;Rachid Bouchareb;NA;Jamel Debbouze;Samy Naceri;Roschdy Zem;3,9;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=58934.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=3231.html;Rachid Bouchareb;France;Algérie;Mars Distribution;6         21            ;14 400 000 €;Français, Arabe;2 951 669 entrées;5;2;4
Indignation;8 novembre 2016; 1h 50min ;Drame;NA;NA;James Schamus;NA;Logan Lerman;Sarah Gadon;Tracy Letts;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=233142.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=45523.html;James Schamus;U.S.A.;Chine;NA;0;-;Anglais, Hebreu;NA;4;2;0
Indiscret;22 octobre 1958; 1h 40min ;Comédie;Romance;NA;Stanley Donen;NA;Cary Grant;Ingrid Bergman;Cecil Parker;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=9524.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=2459.html;Norman Krasna;Grande-Bretagne;U.S.A.;Les Acacias;5            ;-;Anglais;NA;2;1;7
Indiscrétions;2 avril 1947; 1h 55min ;Comédie;Romance;NA;George Cukor;NA;Katharine Hepburn;Cary Grant;James Stewart;4,0;4,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=746.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=23.html;Donald Ogden Stewart;U.S.A.;NA;Warner Bros. France;2         4            ;-;Anglais;NA;4;9;1
Jeu de massacre;3 avril 2017; 1h 34min ;Comédie dramatique;NA;NA;Alain Jessua;NA;Jean-Pierre Cassel;Michel Duchaussoy;Claudine Auger;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=8984.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=8329.html;Alain Jessua;France;NA;NA;2            ;-;Français;NA;2;1;1
Jeu de rôles;11 octobre 2000; 1h 48min ;Policier;Thriller;NA;Mateo Gil;NA;Eduardo Noriega;Natalia Verbeke;Paz Vega;3,1;2,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=26967.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=31503.html;Mateo Gil;Espagne;NA;L.C.J. Editions et Productions;0;-;Espagnol;NA;1;0;0
Jeu mortel;21 novembre 2012; 1h 46min ;Thriller;NA;NA;David Worth;NA;Dennis Hopper;Stephanie Zimbalist;Robert Yocum;NA;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=134562.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=2256.html;Carol Chrest;U.S.A.;Allemagne;NA;0;-;Anglais;NA;0;13;0
Jeu trouble;11 juillet 2017; 1h 52min ;Drame;Thriller;NA;Zack Whedon;NA;Aaron Paul;Annabelle Wallis;Garret Dillahunt;NA;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=238826.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=229708.html;Zack Whedon;U.S.A.;NA;NA;0;-;Anglais;NA;0;1;0
Jeu, set et match;15 septembre 2022; 1h 18min ;Drame;NA;NA;Ida Lupino;NA;Claire Trevor;Sally Forrest;Carleton G. Young;NA;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=130813.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=3075.html;Martha Wilkerson;U.S.A.;NA;NA;0;-;Anglais;NA;1;1;0
Jeudi on chantera comme dimanche;7 février 2011; 1h 38min ;Comédie dramatique;NA;NA;Luc de Heusch;NA;Bernard Fresson;NA;NA;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=47136.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=10719.html;Hugo Claus;Belgique;France;NA;0;-;Français;NA;0;2;0
Jeune & Jolie;21 août 2013; 1h 34min ;Drame;NA;NA;François Ozon;NA;Marine Vacth;Géraldine Pailhas;Frédéric Pierrot;3,7;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=209525.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=17705.html;François Ozon;France;NA;Mars Films;13            ;-;Français;711 224 entrées;7;1;1
Jeune célibataire & gourmande;1 décembre 2008; 1h 27min ;Comédie;NA;NA;Richard Waterhouse;NA;Sarah Blevins;Jamie Anderson;Heather Stewart;NA;1,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=141020.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=242748.html;Cheri Waterhouse;U.S.A.;NA;NA;0;500 000 $;Anglais;NA;0;0;0
Jeune et innocent;23 octobre 2000; 1h 25min ;Policier;Thriller;NA;Alfred Hitchcock;NA;Derrick de Marney;Nova Pilbeam;Percy Marmont;5,0;3,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=335.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=1061.html;Charles Bennett;Grande-Bretagne;NA;Carlotta Films;0;-;Anglais;NA;1;0;0
Jeune Femme;1 novembre 2017; 1h 38min ;Comédie;Drame;NA;Léonor Serraille;NA;Laetitia Dosch;Souleymane Seye Ndiaye;Nathalie Richard;3,9;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=244410.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=763928.html;Léonor Serraille;France;Belgique;Shellac;2         13            ;-;Français;78 931 entrées;NA;1;0
Jeune femme cherche millionnaire;10 mars 2021; 1h 44min ;Comédie;Romance;NA;Filip Zylber;NA;Małgorzata Socha;Malgorzata Foremniak;Mikolaj Roznerski;NA;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=279335.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=852239.html;NA;Pologne;NA;NA;0;-;Polonais;NA;NA;NA;0
Jeune Juliette;11 décembre 2019; 1h 37min ;Comédie;NA;NA;Anne Émond;NA;Alexane Jamieson;Léanne Désilets;Robin Aubert;3,6;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=276141.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=494056.html;Anne Émond;NA;NA;Ligne 7;0;-;Français;816 entrées;8;NA;NA
Jeunes et courts !;29 janvier 2020; Comédie, Drame;Comédie;Drame;NA;NA;NA;NA;NA;NA;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=276601.html;NA;NA;France;NA;Ligne 7;0;-;Français;NA;NA;0;0
Jeunes Filles en uniforme;25 avril 2006; 1h 34min ;Drame;NA;NA;Geza von Radvanyi;NA;Lilli Palmer;Romy Schneider;Christine Kaufmann;NA;3,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=1886.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=5043.html;Franz Höllering;Allemagne;France;NA;0;-;Allemand;NA;0;1;2
Jeunes mariés;12 septembre 2022; 1h 31min ;Comédie;Drame;NA;Gilles Grangier;NA;François Périer;Anne Vernon;Henri Genès;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=215442.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=9112.html;Charles Spaak;France;Italie;NA;0;-;Français;NA;0;1;0
Kinky boots;11 février 2023; 1h 47min ;Comédie;NA;NA;Julian Jarrold;NA;Linda Bassett;Joel Edgerton;Chiwetel Ejiofor;NA;3,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=108679.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=8480.html;Geoff Deane;Grande-Bretagne;NA;Buena Vista International;2            ;-;Anglais;NA;5;1;3
Kinoa et l'île merveilleuse;7 décembre 2016; 1h 04min ;Animation;NA;NA;Jean-Loup Martin;NA;Brigitte Lecordier;Fily Keita;Alexandre Aubry;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=251857.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=794328.html;Jean-Loup Martin;France;NA;Panoceanic Films;0;-;Anglais;18 entrées;0;0;0
Kinshasa Kids;3 avril 2013; 1h 25min ;Drame;NA;NA;Marc-Henri Wajnberg;NA;Emmanuel Fakoko;Gabi Bolenge;Gauthier Kiloko;3,6;3,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=212539.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=17501.html;Marc-Henri Wajnberg;Belgique;France;Wajnbrosse Productions;1         15            ;-;Lingala, Français;6 024 entrées;15;0;0
Kinta 1881:Aux sources du combat;4 janvier 2011; 1h 32min ;Action;NA;NA;C.L. Hor;NA;Zulkifli Ismail;Albert Yuen;David Bao;NA;1,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=170801.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=416193.html;C.L. Hor;Malaisie;NA;NA;0;-;Cantonais;NA;NA;0;0
Kippour;13 septembre 2000; 2h 03min ;Guerre;NA;NA;Amos Gitaï;NA;Liron Levo;Tomer Russo;Juliano Merr;4,3;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=25685.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=8863.html;Amos Gitaï;Italie;Israël;NA;5            ;-;Hebreu;NA;35;0;0
Kirikou et la sorcière;9 décembre 1998; 1h 10min ;Animation;NA;NA;Michel Ocelot;NA;Theo Sebeko;Antoinette Kellermann;Fezele Mpeka;3,8;3,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=18446.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=16185.html;Michel Ocelot;France;NA;Gebeka Films;0;-;Français;NA;4;NA;0
Kirikou et les bêtes sauvages;7 décembre 2005; 1h 15min ;Animation;NA;NA;Michel Ocelot;Bénédicte Galup;Pierre-Ndoffé Sarr;Awa Sène Sarr;Robert Liensol;4,1;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=57948.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=16185.html;Michel Ocelot;France;NA;Gebeka Films;3            ;-;Français;1 855 147 entrées;4;0;0
Kirikou et les hommes et les femmes;3 octobre 2012; 1h 28min ;Aventure;Animation;NA;Michel Ocelot;NA;Romann Berrux;Awa Sène Sarr;NA;3,4;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=190848.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=16185.html;Michel Ocelot;France;NA;StudioCanal;2            ;-;Français;1 022 971 entrées;4;0;0
Kiss & Cry;20 septembre 2017; 1h 18min ;Biopic;Drame;Musical;Lila Pinell;Chloé Mahieu;Sarah Bramms;Dinara Drukarova;Xavier Dias;3,3;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=255683.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=203767.html;Chloé Mahieu;France;NA;UFO Distribution;1           ;-;Français;9 713 entrées;NA;NA;1
Kiss & Kill;23 juin 2010; 1h 40min ;Comédie;Thriller;NA;Robert Luketic;NA;Katherine Heigl;Ashton Kutcher;Tom Selleck;1,8;2,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=140136.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=40466.html;Ted Griffin;U.S.A.;NA;Metropolitan FilmExport;      ;75 000 000 $;Anglais;694 998 entrées;1;2;2
Kiss kiss (Bang Bang);7 novembre 2001; 1h 36min ;Comédie;Thriller;NA;Stewart Sugg;NA;Stellan Skarsgård;Chris Penn;Paul Bettany;2,3;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=37173.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=66296.html;Stewart Sugg;Grande-Bretagne;NA;D'Vision;0;-;Anglais;NA;0;2;0
Kiss kiss, bang bang;14 septembre 2005; 1h 42min ;Comédie;Policier;NA;Shane Black;NA;Robert Downey Jr.;Val Kilmer;Michelle Monaghan;3,7;3,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=56061.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=46229.html;Shane Black;U.S.A.;NA;Warner Bros. France;7            ;15 000 000$;Anglais;338 063 entrées;1;4;2
Kiss Me, You Fucking Moron;25 mai 2016; 1h 34min ;Comédie;Drame;Romance;Stian Kristiansen;NA;Eili Harboe;Øyvind Larsen Runestad;Kristoffer Joner;NA;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=247080.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=241650.html;Stian Kristiansen;Norvège;NA;Outbuster;0;-;Norvégien;NA;0;0;0
Kiss of Death;24 mai 1995; 1h 40min ;Action;Policier;NA;Barbet Schroeder;NA;David Caruso;Samuel L. Jackson;Nicolas Cage;NA;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=12510.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=1385.html;Richard Price;U.S.A.;NA;NA;1           ;-;Anglais, Allemand;NA;3;0;4
Kiss of life;7 janvier 2004; 1h 26min ;Drame;NA;NA;Emily Young;NA;Ingeborga Dapkunaite;Peter Mullan;David Warner;3,0;3,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=52697.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=42168.html;Emily Young;France;Grande-Bretagne;Haut et Court;3            ;-;Anglais;NA;NA;0;3
L'Echelle de Jacob;16 janvier 1991; 1h 52min ;Drame;Fantastique;Epouvante-horreur;Adrian Lyne;NA;Tim Robbins;Elizabeth Peña;Danny Aiello;3,6;3,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=36726.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=7046.html;Bruce Joel Rubin;U.S.A.;NA;NA;0;25 000 000 $;Anglais;NA;4;4;0
L'Echine du diable;8 mai 2002; 1h 47min ;Drame;Epouvante-horreur;NA;Guillermo del Toro;NA;Marisa Paredes;Eduardo Noriega;Federico Luppi;3,7;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=33420.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=18940.html;Guillermo del Toro;Espagne;Mexique;Carlotta Films;3         3            ;-;Espagnol;NA;12;0;0
L'Echiquier du vent;18 août 2021; 1h 41min ;Drame;NA;NA;Mohammad Reza Aslani;NA;Fakhri Khorvash;Mohamad Ali Keshavarz;Akbar Zanjanpour;4,4;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=288281.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=919801.html;Mohammad Reza Aslani;Iran;NA;Carlotta Films;0;-;Farsi;10 132 entrées;NA;NA;0
L'Echo obscur;15 septembre 2010; 1h 45min ;Drame;Romance;NA;Khalid Mahmud Mithu;NA;Imon;Kushum Shikdar;Haidar Ali Khan;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=185276.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=477299.html;A.K Azad;Bengladesh;NA;Acte Films;0;-;Bengali;NA;0;0;0
L'Eclair noir;28 juillet 2010; 1h 47min ;Action;Fantastique;NA;Alexander Voytinskiy;Dmitri Kiselyov;Grigoriy Dobrygin;Ekaterina Vilkova;Viktor Verzhbitskiy;1,0;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=182875.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=452149.html;Dmitriy Aleynikov;Russie;NA;Universal Pictures International France;0;15 000 000 $;Russe;1 050 entrées;0;0;0
L'Eclaireur;17 mai 2006; 1h 25min ;Drame;NA;NA;Djibril Glissant;NA;Grégoire Colin;Romane Bohringer;Jackie Berroyer;2,6;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=55335.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=94909.html;Céline Bozon;France;NA;Cinétévé Distribution;1           ;-;Français;NA;0;1;1
L'éclat du jour;12 février 2014; 1h 31min ;Drame;NA;NA;Tizza Covi;Rainer Frimmel;Philipp Hochmair;Walter Saabel;Vitali Leonti;3,7;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=209983.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=152048.html;Rainer Frimmel;Autriche;NA;Zootrope Films;1         4            ;-;Allemand, Anglais;3 163 entrées;3;0;1
L'Eclipse;2 mai 1962; 2h 05min ;Drame;NA;NA;Michelangelo Antonioni;NA;Alain Delon;Monica Vitti;Francisco Rabal;4,0;4,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=33488.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=26.html;Michelangelo Antonioni;France;Italie;Tamasa Distribution;1         1           ;-;Italien, Français;NA;6;5;2
L'Ecole buissonnière;11 octobre 2017; 1h 56min ;Comédie;Drame;NA;Nicolas Vanier;NA;François Cluzet;Eric Elmosnino;François Berléand;2,7;4,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=238139.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=16720.html;Jérôme Tonnerre;France;NA;StudioCanal;1         2            ;-;Français;1 879 706 entrées;2;6;4
L'Ecole buissonnière;15 avril 2006; 1h 39min ;Comédie dramatique;NA;NA;Jean-Paul Le Chanois;NA;Bernard Blier;Pierre Coste;Juliette Faber;NA;3,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=48134.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=10026.html;Jean-Paul Le Chanois;France;NA;NA;0;-;Français;NA;1;1;0
