Titre;date_sortie;duree;genre1;genre2;genre3;réalisateur_1;réalisateur_2;actor_1;actor 2;actor 3;note_presse;note spectators;link;link realisator;Scenar;nationality 1;nationality 2;distributor;nominations;budget;language;box-office;real awards;first actor awards;Second actor awards
C'est quoi ce papy ?!;11 août 2021; 1h 43min ;Comédie;NA;NA;Gabriel Julien-Laferrière;NA;Chantal Ladesou;Patrick Chesnais;Julie Gayet;3,0;2,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=284822.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=64269.html;Gabriel Julien-Laferrière;France;NA;UGC Distribution;0;-;Français;301 182 entrées;1;0;1
Calamity, une enfance de Martha Jane Cannary;14 octobre 2020; 1h 22min ;Animation;Famille;NA;Rémi Chayé;NA;Salomé Boulven;Alexandra Lamy;Alexis Tomassian;4,1;4,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=271607.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=250774.html;Rémi Chayé;France;NA;Gebeka Films;1         4            ;7 952 824 €;Français;283 183 entrées;2;NA;3
Canailles;14 septembre 2022; 1h 26min ;Comédie dramatique;NA;NA;Christophe Offenstein;NA;François Cluzet;José Garcia;Doria Tillier;2,4;2,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=283994.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=71912.html;Narjiss Slaoui;France;NA;UGC Distribution / Orange Studio;0;-;Français;54 814 entrées;1;6;2
Canicule;13 octobre 2021; 1h 57min ;Policier;Drame;Thriller;Robert Connolly;NA;Eric Bana;Genevieve O'Reilly;Keir O'Donnell;NA;3,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=270075.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=77867.html;Harry Cripps;Australie;U.S.A.;NA;0;-;Anglais;NA;0;0;0
Capone;15 octobre 2020; 1h 44min ;Biopic;Drame;NA;Josh Trank;NA;Tom Hardy;Linda Cardellini;Matt Dillon;NA;1,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=251401.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=465875.html;Josh Trank;U.S.A.;NA;Metropolitan FilmExport;0;-;Anglais;NA;3;1;3
Captive et Soumise;10 mai 2021; 1h 26min ;Thriller;NA;NA;Sara Lohman;NA;Brittany Underwood;Taylor Frey;Jim Klock;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=295025.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=830478.html;Michael Shear;U.S.A.;NA;NA;0;-;Anglais;NA;NA;0;0
Careless Crime;3 novembre 2021; 2h 14min ;Comédie dramatique;NA;NA;Shahram Mokri;NA;Babak Karimi;Razie Mansori;Abolfazl Kahani;3,0;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=291599.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=652762.html;Shahram Mokri;Iran;NA;Damned Distribution;0;-;Perse;57 entrées;0;0;NA
Carmen Sandiego;10 mars 2020; Aventure, Animation, Famille;Aventure;Animation;Famille;NA;NA;Gina Rodriguez;Abby Trott;Finn Wolfhard;NA;3,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=263668.html;NA;NA;U.S.A.;NA;NA;0;-;Anglais;NA;NA;1;NA
Casting pour un papa;11 septembre 2020; 1h 42min ;Comédie;Drame;Famille;Javier Colinas;NA;Natalia Coronado;Victoria Viera;Juan Pablo Medina;NA;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=271805.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=585460.html;Javier Colinas;Mexique;NA;NA;0;-;Espagnol;NA;0;NA;NA
Caveat;9 septembre 2021; 1h 28min ;Epouvante-horreur;NA;NA;Damian Mc Carthy;NA;Ben Caplan;Sam White;NA;NA;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=286670.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=932304.html;Damian Mc Carthy;Grande-Bretagne;Irlande;NA;0;-;Anglais;NA;NA;0;0
Célibataire cherche l'amour;3 février 2021; 1h 34min ;Comédie;Romance;NA;Nick Riedell;Chris Riedell;Lucy Hale;Mindy Cohn;Jackie Cruz;NA;2,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=269127.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=806737.html;Andrea Marcellus;U.S.A.;NA;NA;0;-;Anglais;NA;NA;1;0
Centigrade;16 mars 2021; 1h 29min ;Drame;Thriller;NA;Brendan Walsh;NA;Vincent Piazza;Genesis Rodriguez;NA;NA;1,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=282125.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=617869.html;Daley Nixon;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Cette musique ne joue pour personne;29 septembre 2021; 1h 47min ;Comédie;Romance;NA;Samuel Benchetrit;NA;François Damiens;Ramzy Bedia;Vanessa Paradis;3,1;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=269513.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=82479.html;Gabor Rassov;France;Belgique;UGC Distribution;2            ;-;Français;84 670 entrées;3;2;1
Chal Mera Putt 2;13 mars 2020; 2h 10min ;Comédie;NA;NA;Janjot Singh;NA;NA;NA;NA;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=280938.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=876404.html;Rakesh Dhawan;Inde;NA;Aanna Films;0;-;-;NA;NA;0;0
Chaman Bahaar;24 octobre 2022; 1h 51min ;Comédie dramatique;NA;NA;Apurva Dhar Badgaiyann;NA;Jitendra Kumar;Ritika Badiani;Yogendra Tikku;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=287766.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=918762.html;NA;Inde;NA;NA;0;-;Hindi;NA;NA;NA;NA
Chambre à louer;22 novembre 2022; 1h 29min ;Comédie;Drame;Romance;Eytan Fox;NA;John Benjamin Hickey;Niv Nissim;Lihi Kornowski;NA;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=279097.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=97734.html;Itay Segal;U.S.A.;Israël;NA;0;-;Anglais;NA;12;1;NA
Chère Léa;15 décembre 2021; 1h 30min ;Comédie dramatique;NA;NA;Jérôme Bonnell;NA;Grégory Montel;Grégory Gadebois;Anaïs Demoustier;3,4;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=277728.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=69959.html;Jérôme Bonnell;France;NA;Diaphana Distribution;1           ;-;Français;43 490 entrées;3;3;1
Chers camarades !;1 septembre 2021; 2h 00min ;Drame;Historique;NA;Andrey Konchalovsky;NA;Yuliya Vysotskaya;Vladislav Komarov;Andrey Gusev;3,8;4,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=285495.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=846.html;Andrey Konchalovsky;Russie;NA;Potemkine Films;1         1           ;-;Russe;11 224 entrées;3;0;NA
Chevrotine;4 février 2022; 1h 42min ;Drame;NA;NA;Laetitia Masson;NA;Élodie Bouchez;Rafi Pitts;Aurore Clément;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=287114.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=14352.html;Laetitia Masson;France;NA;Arte;0;-;Français;NA;4;5;1
Chez moi;10 avril 2020; 1h 43min ;Thriller;NA;NA;David Pastor;Àlex Pastor;Javier Gutiérrez;Mario Casas;Bruna Cusí;NA;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=269991.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=246014.html;NA;Espagne;NA;Netflix France;0;-;Espagnol;NA;0;2;0
Chick Fight;11 février 2021; 1h 37min ;Action;Comédie;NA;Paul Leyden;NA;Malin Åkerman;Bella Thorne;Alec Baldwin;NA;2,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=277046.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=105079.html;Joseph Downey;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Chien Pourri, la vie à Paris !;7 octobre 2020; 1h 00min ;Animation;NA;NA;Davy Durand;Vincent Patar;NA;NA;NA;3,4;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=277986.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=748312.html;NA;France;Belgique;KMBO;1           ;-;Français;50 893 entrées;NA;0;0
Christmas On Ice;25 novembre 2020; 1h 27min ;Romance;NA;NA;John Stimpson;NA;Abigail Klein;Ryan Cooper (XXIII);Caroline Portu;NA;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=285849.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=99644.html;John Stimpson;U.S.A.;NA;Metropolitan FilmExport;0;-;Anglais;NA;0;0;NA
Cigare au miel;6 octobre 2021; 1h 36min ;Drame;NA;NA;Kamir Aïnouz;NA;Zoé Adjani;Amira Casar;Lyes Salem;2,6;2,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=279488.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=508715.html;Kamir Aïnouz;France;Belgique;Paname Distribution;2            ;-;Français;5 102 entrées;NA;NA;1
Circumstantial Pleasures;23 juin 2021; 1h 05min ;Animation;Expérimental;NA;Lewis Klahr;NA;NA;NA;NA;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=293257.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=22536.html;NA;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Claire, la scandaleuse;20 août 2021; Erotique;Erotique;NA;NA;Hervé Bodilis;NA;NA;NA;NA;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=286578.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=227292.html;NA;France;NA;NA;0;-;Français;NA;0;0;0
Claret;5 juillet 2022; Biopic, Drame, Historique;Biopic;Drame;Historique;NA;NA;Antonio Reyes;Assumpta Serna;Scott Cleverdon;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=295689.html;NA;NA;Espagne;NA;NA;0;-;Espagnol;NA;NA;NA;0
Class of 83;24 octobre 2022; 1h 38min ;Policier;Drame;Judiciaire;NA;NA;Bobby Deol;Anup Soni;Joy Sengupta;NA;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=283551.html;NA;NA;Inde;NA;NA;0;-;Hindi;NA;NA;0;NA
Classmates Minus;3 septembre 2021; 2h 02min ;Comédie dramatique;NA;NA;Hsin-yao Huang;NA;Shih Ming-Shuai;Jen-Shuo Cheng;Na-Dou Lin;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=289712.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=854397.html;Hsin-yao Huang;Taïwan;NA;NA;0;-;Chinois;NA;NA;NA;0
Clouds;21 octobre 2020; 2h 01min ;Drame;Musical;NA;Justin Baldoni;NA;Fin Argus;Sabrina Carpenter;Madison Iseman;NA;4,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=244825.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=229209.html;Kara Holden;U.S.A.;NA;NA;0;-;Anglais;NA;0;NA;0
Coeur Vaillant;16 février 2021; 1h 25min ;Animation;Famille;Fantastique;Deng Weifeng;NA;Carrie Jo Crosby;Daisy Hamilton;Justine Huxley;NA;2,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=293746.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=812714.html;NA;U.S.A.;NA;NA;0;-;Anglais;NA;NA;NA;0
Coffee & Kareem;1 janvier 2020; 1h 28min ;Action;Comédie;Policier;Michael Dowse;NA;Ed Helms;Terrence Little Gardenhigh;Taraji P. Henson;NA;2,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=272387.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=127123.html;Shane McCarthy;U.S.A.;NA;NA;0;-;Anglais;NA;1;0;NA
Coolie No. 1;24 décembre 2020; Bollywood, Comédie;Bollywood;Comédie;NA;David Dhawan;NA;Varun Dhawan;Sara Ali Khan;Paresh Rawal;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=276915.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=165358.html;NA;Inde;NA;NA;0;-;Hindi;NA;0;0;NA
Collision Earth;24 février 2021; 1h 24min ;Action;Science Fiction;NA;NA;NA;Kate Watson;Daniel O'Reilly;Eric Roberts;NA;1,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=284141.html;NA;NA;U.S.A.;NA;NA;0;-;Anglais;NA;NA;NA;NA
Combat Wombat;30 avril 2021; 1h 26min ;Animation;Famille;NA;Ricard Cussó;NA;Deborah Mailman;Ed Oxenbould;Frank Woodley;NA;2,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=284804.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=897157.html;Matthew James Kinmonth;Australie;NA;NA;0;-;Anglais;NA;NA;0;0
Comme des Grands;1 octobre 2021; Comédie, Drame, Romance;Comédie;Drame;Romance;Ania Gauer;Julien Gauthier;Pauline Chalamet;Dylan Raffin;Gunnar DeYoung;NA;3,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=281633.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=717691.html;Ania Gauer;France;NA;NA;0;-;Français;NA;0;0;0
Comme des reines;22 juin 2022; 1h 35min ;Drame;NA;NA;Marion Vernoux;NA;Sarah Isabella;Nina Louise;Bintou Ba;NA;3,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=286311.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=17754.html;Sandrine Gregor;France;NA;France 2;      ;-;Français;NA;4;NA;NA
Come Play;25 août 2021; 1h 41min ;Drame;Epouvante-horreur;NA;Jacob Chase;NA;Azhy Robertson;Gillian Jacobs;John Gallagher Jr.;NA;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=286109.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=108591.html;Jacob Chase;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;1
Comme un coup de tonnerre (dans un ciel sans nuage);1 novembre 2021; 1h 30min ;Drame;NA;NA;Catherine Klein;NA;Grégory Montel;Elodie Navarre;Sarah Suco;NA;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=285713.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=24346.html;Catherine Klein;France;NA;France 2;0;-;Français;NA;0;3;0
Commerce mortel;8 juillet 2022; 1h 30min ;Drame;NA;NA;Urs Egger;NA;Florian Stetter;Felicitas Woll;Lena Urzendowsky;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=285747.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=33105.html;Johannes W. Betz;Allemagne;NA;Arte;0;-;Allemand;NA;0;0;0
Commissaire Dupin : La croix d'Emma;5 septembre 2021; 1h 32min ;Policier;NA;NA;Bruno Grass;NA;Pasquale Aleardi;Jan Georg Schütte;Christina Hecke;NA;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=278697.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=158313.html;Eckhard Vollmar;Allemagne;NA;France 3;0;-;Allemand;NA;0;0;0
Concrete Cowboy;2 avril 2021; 1h 51min ;Drame;NA;NA;Ricky Staub;NA;Caleb McLaughlin;Idris Elba;Lorraine Toussaint;3,2;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=266827.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=848267.html;Ricky Staub;U.S.A.;Grande-Bretagne;NA;0;-;Anglais;NA;NA;0;4
Conduire ou mourir;23 février 2023; 1h 35min ;Policier;Drame;Thriller;Nick Rush;Stefan van de Graaff;Marsuvio Sanchez;Richard Keep;Eliana Sua;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=302779.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=960086.html;Nick Rush;U.S.A.;NA;NA;0;-;Anglais;NA;NA;NA;0
Connectés;11 novembre 2020; 1h 25min ;Comédie;Thriller;NA;Romuald Boulanger;NA;Nadia Farès;François-Xavier Demaison;Stéphane De Groodt;2,5;1,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=285060.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=422743.html;Romuald Boulanger;France;NA;NA;0;-;Français;NA;0;0;3
Conférence;12 janvier 2022; 2h 10min ;Drame;NA;NA;Ivan I. Tverdovsky;NA;Natalya Pavlenkova;Natalya Potapova;Kseniya Zueva;3,3;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=297105.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=700190.html;Ivan I. Tverdovsky;Russie;Estonie;Destiny Films;0;-;Russe;346 entrées;1;0;NA
Connie et le secret du chat Maou;1 décembre 2022; 1h 16min ;Animation;Famille;NA;Ansgar Niebuhr;NA;Iris Von Kluge;Kerstin Draeger;Christian Rudolf;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=271818.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=440521.html;Jens Urban;Allemagne;NA;NA;0;-;Allemand;NA;0;0;0
Contaminations;10 juin 2021; 1h 37min ;Drame;Thriller;NA;Edward James Olmos;NA;David Strathairn;Kate Bosworth;Pablo Schreiber;NA;2,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=262281.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=37644.html;Robert McEveety;U.S.A.;NA;NA;0;-;Anglais;NA;6;1;3
Corona Depression;2 février 2021; 1h 20min ;Comédie dramatique;NA;NA;Linda Sandkvist;NA;Hedvig Lagerkvist;NA;NA;NA;1,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=291609.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=929712.html;NA;Suède;NA;NA;0;-;Anglais;NA;NA;NA;0
Cortex;1 avril 2019; 1h 36min ;Thriller;NA;NA;Moritz Bleibtreu;NA;Moritz Bleibtreu;Jannis Niewöhner;Nadja Uhl;NA;1,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=271656.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=18841.html;Moritz Bleibtreu;Allemagne;NA;NA;0;-;Allemand;NA;1;1;0
Cosmoball;9 janvier 2021; 1h 58min ;Action;Fantastique;Science Fiction;Dzhanik Fayziev;NA;Evgeniy Mironov;Evgeniy Romantsov;Viktoriya Agalakova;NA;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=287504.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=584355.html;Dzhanik Fayziev;Russie;NA;Splendid Film;0;-;Russe;NA;0;0;NA
Coup de foudre à Bangkok;16 novembre 2020; 1h 30min ;Comédie;Romance;NA;Chris Briant;NA;Blandine Bellavoir;Loup-Denis Elion;Mathilda May;NA;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=280492.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=503745.html;Alice Van den Broek;France;NA;TF1;0;-;Français;NA;1;0;0
Coup de foudre à l'Ile Maurice;31 août 2020; 1h 30min ;Comédie;Romance;NA;Jérémy Minui;NA;Hélène de Fougerolles;Loyan Pons de Vier;Arielle Dombasle;3,0;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=278085.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=580880.html;Léa Coquin;France;NA;TF1;0;-;Français;NA;1;1;NA
Coup de foudre à la Saint-Valentin;12 février 2021; 1h 24min ;Drame;NA;NA;Siobhan Devine;NA;Taylor Cole;Ryan Paevey;Donna Benedicto;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=289974.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=762252.html;Zac Hug;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Coup de foudre dans l'allée des sapins;15 novembre 2021; 1h 24min ;Romance;NA;NA;Steven R. Monroe;NA;Alicia Witt;Andrew W. Walker;Drake Hogestyn;NA;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=297811.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=120896.html;Michael J. Murray;U.S.A.;NA;TF1;0;-;Anglais;NA;1;0;0
Coup de foudre garanti;4 septembre 2020; 1h 30min ;Comédie;Romance;NA;Mark Steven Johnson;NA;Rachael Leigh Cook;Damon Wayans Jr.;Heather Graham;NA;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=278278.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=53839.html;Hilary Galanoy;U.S.A.;NA;NA;0;-;Anglais;NA;2;0;1
Coup de foudre pour l'apprenti du père Noël;30 novembre 2020; 1h 27min ;Romance;NA;NA;Bosede Williams;NA;Amber Stevens West;Marco Grazzini;Cheryl Ladd;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=285690.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=836227.html;Gary Hardwick;U.S.A.;NA;NA;0;-;Anglais;NA;NA;NA;0
Coup de foudre sur le marché de Noël;12 décembre 2020; 1h 29min ;Romance;NA;NA;Dylan Pearce;NA;Teryl Rothery;Marcus Rosner;Lisa Durupt;NA;2,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=288617.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=629099.html;Michael Varrati;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Courtes escapades;6 avril 2022; 0h 53min ;Comédie;NA;NA;Jacques Rozier;Joséphine Gobbi;NA;NA;NA;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=302831.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=159.html;NA;France;NA;L'Agence du court métrage;0;-;Français;NA;3;0;0
Cowboys;17 septembre 2022; 1h 23min ;Drame;NA;NA;Anna Kerrigan;NA;Steve Zahn;Jillian Bell;Sasha Knight;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=281574.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=900387.html;Anna Kerrigan;U.S.A.;NA;NA;0;-;Anglais;NA;NA;0;0
Crescendo;6 juillet 2022; 1h 51min ;Drame;NA;NA;Dror Zahavi;NA;Peter Simonischek;Daniel Donskoy;Mehdi Meskar;2,1;3,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=266569.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=236784.html;Johannes Rotter;Allemagne;NA;Bodega Films;0;-;Allemand, Anglais;5 364 entrées;0;1;0
Crime dans l'Hérault;16 mai 2020; 1h 30min ;Policier;NA;NA;Eric Duret;NA;Florence Pernel;Guillaume Cramoisan;Lola Dewaere;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=273027.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=56854.html;Jean Falculete;France;NA;France 3;0;-;Français;NA;0;1;0
Crime dans le Larzac;6 février 2021; 1h 30min ;Policier;NA;NA;Marwen Abdallah;NA;Florence Pernel;Guillaume Cramoisan;Bernard Yerlès;3,3;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=281004.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=646057.html;Jean Falculete;France;NA;France 3;0;-;Français;NA;0;1;0
Crisis;11 août 2021; 1h 58min ;Thriller;NA;NA;Nicholas Jarecki;NA;Gary Oldman;Greg Kinnear;Evangeline Lilly;NA;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=271574.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=191994.html;Nicholas Jarecki;U.S.A.;Canada;Metropolitan FilmExport;0;-;Anglais;NA;5;5;1
Critical Thinking;29 avril 2021; 1h 57min ;Comédie;Comédie dramatique;Drame;John Leguizamo;NA;John Leguizamo;Rachel Bay Jones;Michael K. Williams;NA;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=270388.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=3198.html;Dito Montiel;U.S.A.;NA;NA;1           ;-;Anglais;NA;4;4;0
Cross the Line;18 février 2021; 1h 36min ;Drame;Thriller;NA;David Victori;NA;Mario Casas;Milena Smit;Elisabeth Larena;NA;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=235822.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=266498.html;David Victori;Espagne;NA;Wild Bunch Distribution;0;-;Anglais, Espagnol;NA;0;0;0
Cruise Control;4 décembre 2020; 1h 24min ;Comédie;Romance;NA;Rudi Van Den Bossche;NA;Gene Bervoets;Charlotte Anne Bongaerts;Peter Bulckaen;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=285753.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=67442.html;Rudi Van Den Bossche;Belgique;Grèce;NA;0;-;Néerlandais;NA;NA;0;0
Cyst;6 octobre 2021; 1h 13min ;Comédie;Epouvante-horreur;Science Fiction;NA;NA;Eva Habermann;George Hardy;Greg Sestero;NA;1,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=287484.html;NA;NA;U.S.A.;NA;NA;1           ;-;Anglais;NA;NA;0;0
Da 5 Bloods;13 juin 2020; 2h 35min ;Drame;Guerre;NA;Spike Lee;NA;Delroy Lindo;Jonathan Majors;Clarke Peters;3,2;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=271699.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=9680.html;Spike Lee;U.S.A.;NA;Netflix;2            ;-;Anglais;NA;4;0;1
Dagaalty;29 janvier 2020; 2h 30min ;Action;Comédie;NA;Vijay Anand;NA;Santhanam;Yogi Babu;Rittika Sen;NA;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=280679.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=206988.html;Vijay Anand;Inde;NA;Night ed films;0;-;Tamoul;NA;0;0;0
Danger Zone;6 janvier 2022; 1h 26min ;Thriller;NA;NA;NA;NA;Ivanna Sakhno;Alex Hafner;Tinatin Dalakishvili;NA;1,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=285219.html;NA;NA;Ukraine;Géorgie;NA;0;-;Anglais;NA;NA;NA;0
Dans sa peau;31 octobre 2022; 1h 37min ;Comédie;NA;NA;Riccardo Donna;NA;Lorenzo Acquaviva;Andrea Bosca;Roberto Citran;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=292023.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=877475.html;NA;Italie;NA;NA;0;-;Italien;NA;NA;0;0
DannyBoy;4 octobre 2021; 1h 37min ;Comédie;NA;NA;Ferdia MacAnna;NA;Darragh Byrne (III);Fiona Condon;Paddy C. Courtney;NA;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=299261.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=951739.html;Ferdia MacAnna;Irlande;NA;NA;0;-;Anglais;NA;NA;NA;NA
Darbar;9 janvier 2020; 2h 39min ;Action;Thriller;NA;A.R. Murugadoss;NA;Rajinikanth;Nayanthara Kurian;Nivetha Thomas;NA;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=273616.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=246023.html;NA;Inde;NA;Friday Entertainment;0;-;Tamoul, Hindi;2 761 entrées;0;0;0
