Titre;date_sortie;duree;genre1;genre2;genre3;réalisateur_1;réalisateur_2;actor_1;actor 2;actor 3;note_presse;note spectators;link;link realisator;Scenar;nationality 1;nationality 2;distributor;nominations;budget;language;box-office;real awards;first actor awards;Second actor awards
4 enfants et moi;1 décembre 2020; 1h 49min ;Aventure;Famille;Fantastique;Andy De Emmony;NA;Paula Patton;Matthew Goode;Michael Caine;NA;2,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=247544.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=148899.html;Simon Lewis;Grande-Bretagne;NA;NA;0;-;Anglais;NA;2;0;1
4 mariages et un coup de foudre;26 janvier 2021; 1h 24min ;Romance;NA;NA;Kevin Fair;NA;Kimberly Sustad;Paul Campbell;Brandi Alexander;NA;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=289467.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=216516.html;Julie Sherman Wolfe;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
40 ans, toujours dans le flow;9 octobre 2020; 2h 09min ;Comédie;Drame;NA;Radha Blank;NA;Radha Blank;Imani Lewis;Reed Birney;NA;2,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=276203.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=782351.html;Radha Blank;U.S.A.;NA;NA;1           ;-;Anglais;NA;NA;NA;NA
40 Sticks;7 novembre 2022; 1h 32min ;Thriller;NA;NA;Victor Gatonye;NA;Robert Agengo;Mwaura Bilal;Andreo Kamau;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=310287.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=979556.html;NA;Kenya;NA;NA;0;-;Swahili;NA;NA;NA;NA
7 minutes;16 septembre 2021; 1h 20min ;Drame;NA;NA;Ricky Mastro;NA;Antoine Herbez;Clément Naline;Valentin Malguy;NA;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=285039.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=652981.html;Ricky Mastro;France;Italie;NA;0;-;Français;NA;0;0;NA
7 Sins;1 mai 2022; 1h 33min ;Epouvante-horreur;NA;NA;Dario Almerighi;Domiziano Cristopharo;Sophia Cacciola;Andrea Autullo;Silvia Bastet;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=312072.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=983804.html;Dario Almerighi;Grande-Bretagne;Italie;NA;0;-;Anglais;NA;NA;NA;NA
À bout portant;9 mars 2023; 1h 56min ;Biopic;Drame;NA;Franziska Stünkel;NA;Lars Eidinger;Devid Striesow;Luise Heyer;NA;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=278660.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=215438.html;Franziska Stünkel;Allemagne;NA;NA;0;-;Allemand;NA;NA;0;0
A Call to Spy;15 août 2021; 2h 03min ;Biopic;Drame;Thriller;Lydia Dean Pilcher;NA;Sarah Megan Thomas;Stana Katic;Radhika Apte;NA;3,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=285388.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=98505.html;Sarah Megan Thomas;U.S.A.;NA;NA;0;-;Anglais;NA;1;0;0
A Family;24 octobre 2022; 2h 16min ;Drame;NA;NA;Michihito Fujii;NA;Gô Ayano;Hiroshi Tachi;Machiko Ono;NA;3,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=292587.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=676227.html;Michihito Fujii;Japon;NA;NA;0;-;Japonais;NA;NA;0;0
A Good Man;10 novembre 2021; 1h 48min ;Drame;NA;NA;Marie-Castille Mention-Schaar;NA;Noémie Merlant;Soko;Vincent Dedienne;3,1;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=279610.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=131987.html;Marie-Castille Mention-Schaar;France;NA;Pyramide Distribution;3            ;3.408.000€;Français;11 345 entrées;6;1;1
À l’abordage;21 juillet 2021; 1h 35min ;Comédie;NA;NA;Guillaume Brac;NA;Éric Nantchouang;Salif Cissé;Édouard Sulpice;3,9;3,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=276223.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=519399.html;Guillaume Brac;France;NA;Jour2fête;4         1           ;-;Français;10 813 entrées;5;NA;1
A l’ombre des filles;13 avril 2022; 1h 46min ;Comédie;NA;NA;Etienne Comar;NA;Alex Lutz;Agnès Jaoui;Hafsia Herzi;3,2;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=279941.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=47051.html;Etienne Comar;France;Belgique;Ad Vitam;0;-;Français;67 745 entrées;2;2;11
À La Folie;6 avril 2022; 1h 22min ;Drame;NA;NA;Audrey Estrougo;NA;Virginie Van Robby;Lucie Debay;Anne Coesens;3,0;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=277998.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=183063.html;Audrey Estrougo;France;NA;Damned Distribution;0;-;Français;899 entrées;3;NA;1
A la merci de mon patron;4 février 2021; 1h 30min ;Drame;NA;NA;Gigi Gaston;NA;Mia Topalian;Robert Palmer Watkins;Coby Ryan McLaughlin;NA;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=289539.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=133265.html;Brooke Purdy;U.S.A.;NA;NA;0;-;Anglais;NA;NA;NA;NA
A Perfect Enemy;29 décembre 2021; 1h 29min ;Thriller;NA;NA;Kike Maillo;NA;Tomasz Kot;Athena Strates;Marta Nieto;2,3;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=278813.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=427348.html;Cristina Clemente;Espagne;Allemagne;Alba Films;0;-;Anglais;4 017 entrées;1;1;NA
A Soldier's Revenge;17 avril 2023; Western;Western;NA;NA;Michael Feifer;NA;Neal Bledsoe;Rob Mayes;AnnaLynne McCord;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=282279.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=200842.html;Michael Feifer;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
A tes côtés;21 septembre 2021; 1h 30min ;Drame;NA;NA;Gilles Paquet-Brenner;NA;Jarry;Didier Bourdon;Marie-Anne Chazel;NA;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=286648.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=35229.html;Gilles Paquet-Brenner;France;NA;TF1;0;-;Français;NA;2;0;1
À tous les garçons : P.S. Je t'aime toujours;10 avril 2020; 1h 42min ;Comédie;Romance;NA;Michael Fimognari;NA;Lana Condor;Noah Centineo;Jordan Fisher;2,6;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=269977.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=176183.html;Sofia Alvarez (II);U.S.A.;NA;Netflix France;0;-;Anglais;NA;0;0;0
Adieu Les Cons;21 octobre 2020; 1h 27min ;Comédie;NA;NA;Albert Dupontel;NA;Virginie Efira;Albert Dupontel;Nicolas Marié;3,7;4,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=274345.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=12194.html;Albert Dupontel;France;NA;Gaumont Distribution;7         11            ;-;Français;1 992 709 entrées;6;2;6
Adieu Monsieur Haffmann;12 janvier 2022; 1h 56min ;Drame;Historique;NA;Fred Cavayé;NA;Daniel Auteuil;Gilles Lellouche;Sara Giraudeau;3,3;3,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=280533.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=195292.html;Fred Cavayé;France;NA;Pathé;0;11,8M€;Français;723 781 entrées;2;6;2
Adieu venus;13 octobre 2021; 1h 30min ;Drame;NA;NA;Martin Ziegler;NA;Mathilde Mosnier;Julien Cosquéric;Catherine Badet-Corniou;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=296898.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=748475.html;NA;France;NA;Cinéma Saint-André des Arts;0;-;Français;41 entrées;0;0;0
Adiós entusiasmo;15 mars 2023; 1h 19min ;Comédie dramatique;NA;NA;Vladimir Durán;NA;Camilo Castiglione;Laila Maltz;Mariel Fernandez;2,3;2,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=253869.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=518608.html;Vladimir Durán;Argentine;Colombie;Bodega Films;0;-;Espagnol;40 entrées;2;NA;NA
ADN;28 octobre 2020; 1h 30min ;Drame;NA;NA;Maïwenn;NA;Maïwenn;Omar Marwan;Fanny Ardant;3,3;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=280076.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=37238.html;Maïwenn;France;NA;Le Pacte;1         5            ;-;Français;253 139 entrées;13;13;NA
Ado, riche et enceinte;19 janvier 2021; 1h 30min ;Drame;NA;NA;Robert Malenfant;NA;Lindsay Hartley;Taylor Blackwell;Tanya Clarke;NA;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=289191.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=227271.html;NA;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Adolescence explosive;11 décembre 2020; 1h 41min ;Comédie;Fantastique;NA;Brian Duffield;NA;Katherine Langford;Charlie Plummer;Piper Perabo;NA;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=247970.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=578522.html;Brian Duffield;U.S.A.;NA;NA;0;-;Anglais;NA;0;1;1
After - Chapitre 2;22 décembre 2020; 1h 46min ;Drame;Erotique;Romance;Roger Kumble;NA;Josephine Langford;Hero Fiennes Tiffin;Dylan Sprouse;NA;2,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=274369.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=28863.html;Anna Todd;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
After Love;29 septembre 2021; 1h 29min ;Drame;NA;NA;Aleem Khan;NA;Joanna Scanlan;Nathalie Richard;Nasser Memarzia;3,1;3,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=283854.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=906858.html;Aleem Khan;Grande-Bretagne;France;Rezo Films;3         3            ;-;Anglais, Français, Arabe, Urdu;21 803 entrées;NA;0;0
Agrippina (Metropolitan Opera);29 février 2020; 4h 10min ;Opéra;NA;NA;David McVicar;NA;Brenda Rae;Joyce DiDonato;Matthew Rose;NA;2,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=273596.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=258706.html;NA;U.S.A.;NA;Pathé Live;0;-;Italien;NA;0;NA;0
Air Conditioner;20 juillet 2021; 1h 12min ;Drame;Science Fiction;NA;Fradique;NA;José Kiteculo;David Caracol;NA;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=283352.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=906020.html;Fradique;Angola;NA;NA;0;-;Portugais;NA;NA;NA;0
Akhir Kisah Cinta Si Doel;25 mars 2023; 1h 33min ;Drame;Romance;NA;Rano Karno;NA;Rano Karno;Maudy Koesnaedi;Cornelia Agatha;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=288291.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=919838.html;NA;Indonésie;NA;NA;0;-;Indonésien;NA;NA;NA;NA
Akilla's Escape;11 octobre 2021; 1h 30min ;Policier;Drame;Thriller;Charles Officer;NA;Saul Williams;Thamela Mpumlwana;Donisha Rita Claire Prendergast;NA;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=286328.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=251685.html;Charles Officer;Canada;U.S.A.;NA;0;-;Anglais;NA;0;3;0
All Because of You;1 octobre 2020; 1h 41min ;Action;Comédie;Romance;Adrian Teh;NA;Hairul Azreen;Janna Nick;Amerul Affendi;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=286640.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=866747.html;Nazri M. Annuar;Malaisie;NA;NA;0;-;Malais;NA;NA;NA;NA
All Day And A Night;7 juillet 2020; 2h 01min ;Policier;Drame;Judiciaire;Joe Robert Cole;NA;Jeffrey Wright;Yahya Abdul-Mateen II;Ashton Sanders;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=265590.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=145010.html;Joe Robert Cole;U.S.A.;NA;NA;0;-;Anglais;NA;1;1;1
Al morir la Matinee;9 décembre 2021; 1h 28min ;Epouvante-horreur;NA;NA;Maximiliano Contenti;NA;Luciana Grasso;Ricardo Islas;Julieta Spinelli;NA;1,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=286420.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=725520.html;Maximiliano Contenti;Argentine;Uruguay;NA;0;-;Espagnol;NA;NA;NA;0
All My Life;2 juin 2021; 1h 33min ;Drame;Romance;NA;Marc Meyers;NA;Jessica Rothe;Harry Shum Jr.;Kyle Allen;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=277247.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=632629.html;Todd Rosenberg;U.S.A.;NA;Universal Pictures International France;0;-;Anglais;30 entrées;0;0;0
All Together Now;29 août 2020; 1h 32min ;Comédie;Drame;NA;Brett Haley;NA;Auli'i Cravalho;Carol Burnett;Justina Machado;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=246114.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=503313.html;Ol Parker;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;4
Ala Vaikunthapurramuloo;14 janvier 2023; Action, Comédie, Drame;Action;Comédie;Drame;Trivikram Srinivas;NA;Tabu;Allu Arjun;Pooja Hegde;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=277079.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=489961.html;NA;Inde;NA;NA;0;-;-;NA;0;0;NA
Allagash;28 avril 2022; 1h 30min ;Thriller;NA;NA;John Barr;NA;Tom Berenger;Kristen Hager;Paul Ben-Victor;NA;2,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=269378.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=217389.html;John Barr;U.S.A.;NA;NA;0;-;Anglais;NA;0;2;0
Albatros;3 novembre 2021; 1h 55min ;Drame;NA;NA;Xavier Beauvois;NA;Jérémie Renier;Marie-Julie Maille;Victor Belmondo;3,7;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=277955.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=3922.html;Xavier Beauvois;France;NA;Pathé;9            ;-;Français;87 602 entrées;5;5;2
Algunas bestias;20 avril 2022; 1h 35min ;Thriller;NA;NA;Jorge Riquelme Serrano;NA;Paulina García;Alfredo Castro;Consuelo Carreño;2,8;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=277179.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=885618.html;Jorge Riquelme Serrano;Chili;NA;Tamasa Distribution;0;-;Espagnol;68 entrées;NA;1;0
Aline;10 novembre 2021; 2h 06min ;Biopic;Drame;Musical;Valérie Lemercier;NA;Valérie Lemercier;Sylvain Marcel;Danielle Fichaud;4,1;3,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=261294.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=12093.html;Valérie Lemercier;France;Canada;Gaumont Distribution;1         13            ;23 M€;Français;1 317 724 entrées;3;3;0
Aloevera;14 novembre 2022; 2h 00min ;Drame;Fantastique;Romance;Peter Sedufia;NA;NA;NA;NA;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=307696.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=872494.html;Peter Sedufia;Ghana;NA;NA;0;-;Anglais;NA;NA;0;0
Alone;1 février 2016; 1h 38min ;Action;Epouvante-horreur;Thriller;John Hyams;NA;Jules Willcox;Marc Menchaca;Anthony Heald;NA;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=261168.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=105805.html;Mattias Olsson;U.S.A.;NA;NA;0;-;Anglais;NA;1;0;0
Altered Carbon: Resleeved;19 mars 2020; 1h 14min ;Action;Animation;Science Fiction;NA;NA;Ray Chase;Doug Stone;Elizabeth Maxwell;NA;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=281760.html;NA;NA;U.S.A.;Japon;Netflix France;0;-;Anglais;NA;NA;0;0
Amalia en el otoño;13 novembre 2022; 1h 15min ;Drame;NA;NA;Anna Utrech;Octavio Lasheras;Maria José Alfonso;Máximo Valverde;Manuel Zarzo;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=290272.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=925580.html;Anna Utrech;Espagne;NA;NA;0;-;Espagnol;NA;NA;0;0
American Pie Presents: Girls' Rules;1 novembre 2020; 1h 35min ;Comédie;NA;NA;Mike Elliott;NA;Madison Pettis;Lizze Broadway;Natasha Behnam;NA;1,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=285853.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=41917.html;David H. Steinberg;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Amies à la vie, à la mort;29 janvier 2021; 1h 30min ;Drame;NA;NA;Danny J. Boyle;NA;Natalie Dreyfuss;Michael Patrick Denis;Elise Gatien;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=289474.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=786841.html;Lisa Di Trolio;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Ammonite;5 octobre 2021; 1h 58min ;Drame;Romance;NA;Francis Lee;NA;Kate Winslet;Saoirse Ronan;Fiona Shaw;3,7;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=270485.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=24280.html;Francis Lee;Grande-Bretagne;Australie;NA;1         2            ;-;Anglais, Français;NA;NA;14;1
Amour, duel et pâtisserie;22 février 2021; 1h 22min ;Romance;NA;NA;Tibor Takacs;NA;Erin Cahill;Brendan Penny;Gwynyth Walsh;NA;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=290056.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=72621.html;NA;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Amoureux juste pour l'été;3 juin 2021; 1h 31min ;Romance;NA;NA;David I. Strasser;NA;Brant Daugherty;Hayley Sales;Linda Darlow;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=287242.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=916372.html;Jennifer Edwards;Canada;NA;NA;0;-;Anglais;NA;0;0;0
An American Pickle;10 décembre 2021; 1h 29min ;Comédie;NA;NA;Brandon Trost;NA;Seth Rogen;Sarah Snook;Molly Evensen;NA;2,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=282363.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=192050.html;Simon Rich;U.S.A.;NA;NA;0;-;Anglais;NA;0;5;1
An Intrusion;31 mars 2020; Thriller;Thriller;NA;NA;Nicholas David Holland;NA;Billy Boyd;Jaime Zevallos;Sam Logan Khaleghi;NA;2,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=285964.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=912574.html;NA;U.S.A.;NA;NA;0;-;Anglais;NA;NA;0;0
Angèle et la montre magique;9 février 2021; 1h 37min ;Famille;NA;NA;Dennis Bots;NA;Liz Vergeer;Barry Atsma;Ali Ben Horsting;NA;2,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=285485.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=459659.html;Ellen Barendregt;Pays-Bas;NA;NA;0;-;Néerlandais;NA;0;NA;0
Angrezi Medium;13 mars 2020; 2h 25min ;Bollywood;Comédie;Drame;Homi Adajania;NA;Irrfan Khan;Kareena Kapoor;Deepak Dobriyal;NA;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=281130.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=146235.html;Gaurav Shukla;Inde;NA;Friday Entertainment;0;-;Hindi;36 entrées;0;0;1
Anja;31 octobre 2022; 1h 36min ;Drame;Thriller;NA;Paolo Martini;Pablo Benedetti;Roberto Caccavo;Larthia Galli Nannini;Désirée Giorgetti;NA;2,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=308997.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=976678.html;NA;Italie;NA;NA;0;-;Italien, Russe;NA;NA;NA;NA
Antebellum;9 septembre 2020; 1h 46min ;Thriller;NA;NA;Gerard Bush;Christopher Renz;Janelle Monáe;Jena Malone;Kiersey Clemons;3,1;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=275832.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=885035.html;Gerard Bush;U.S.A.;NA;Metropolitan FilmExport;0;-;Anglais;262 484 entrées;NA;0;2
Anti-Life;18 mars 2021; 1h 32min ;Action;Science Fiction;NA;John Suits;NA;Bruce Willis;Cody Kearsley;Callan Mulvey;NA;1,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=281143.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=214283.html;Corey Large;U.S.A.;NA;NA;1           ;-;Anglais;NA;0;1;NA
Antoinette dans les Cévennes;16 septembre 2020; 1h 37min ;Comédie;Romance;NA;Caroline Vignal;NA;Laure Calamy;Benjamin Lavernhe;Olivia Côte;4,0;3,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=272217.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=32724.html;Caroline Vignal;France;NA;Diaphana Distribution;1         17            ;3,5M €;Français;762 618 entrées;3;2;4
Any Day Now;8 décembre 2021; 1h 22min ;Drame;NA;NA;Hamy Ramezan;NA;Aran-Sina Keshvari;Shahab Hosseini;Shabnam Ghorbani;3,6;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=290388.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=506523.html;Hamy Ramezan;Finlande;NA;Urban Distribution;0;-;Farsi, Finnois, Anglais;191 entrées;NA;NA;2
Anya;14 juillet 2020; 1h 49min ;Drame;Guerre;NA;Ben Cookson;NA;Noah Schnapp;Thomas Kretschmann;Frederick Schmidt;NA;2,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=263662.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=678438.html;Toby Torlesse;U.S.A.;NA;Metropolitan FilmExport;0;-;Anglais;NA;NA;0;0
